Date,Bitcoin price,Waves price,Neo price,Ethereum price,Iota Price,Litecoin Price,Monero Price,Nem Price,Ethereum Classic Price,Numeraire Price,Omisego Price,Qtum Price,Ripple Price,Stratis Price,Bitcoin Cash Price,Bitconnect Price,Dash Price
17-Oct-16,639.19,0.244299,0.192747,12.01,,3.91,6.28,0.003814,1.07,,,,0.00803,0.035226,,,10.62
16-Oct-16,641.63,0.235213,0.175901,11.95,,3.89,6.38,0.003988,1.2,,,,0.008078,0.038427,,,10.85
15-Oct-16,638.65,0.223403,0.179885,11.98,,3.87,6.56,0.004003,0.992573,,,,0.008146,0.0376,,,11.1
14-Oct-16,640.38,0.209668,0.191014,11.94,,3.9,6.92,0.004275,0.991068,,,,0.008767,0.038391,,,11.53
13-Oct-16,636.79,0.205778,0.185407,11.96,,3.91,6.91,0.004128,1.01,,,,0.007982,0.033419,,,11.44
12-Oct-16,636.19,0.212963,0.186052,11.93,,3.76,7.31,0.004045,1.04,,,,0.007949,0.035035,,,11.43
11-Oct-16,641.07,0.209706,0.193575,11.79,,3.82,7.28,0.004547,1.1,,,,0.008234,0.037798,,,11.73
10-Oct-16,618.99,0.209878,0.193108,11.76,,3.8,6.94,0.003546,1.15,,,,0.007978,0.032182,,,11.69
09-Oct-16,616.75,0.212259,0.186541,12.05,,3.82,7.48,0.003877,1.17,,,,0.007543,0.030178,,,11.59
08-Oct-16,619.11,0.21252,0.205229,12.22,,3.84,6.88,0.003955,1.18,,,,0.00731,0.030303,,,11.72
07-Oct-16,617.12,0.203778,0.20284,12.67,,3.86,6.89,0.004019,1.17,,,,0.007377,0.030634,,,11.87
06-Oct-16,613.02,0.211073,0.180059,12.85,,3.85,7.18,0.004399,1.17,,,,0.007382,0.028928,,,12.06
05-Oct-16,612.51,0.213118,0.289392,13.04,,3.84,6.76,0.004336,1.19,,,,0.007435,0.028109,,,12.03
04-Oct-16,610.2,0.205533,0.185843,13.28,,3.82,7.65,0.004256,1.16,,,,0.007853,0.027891,,,12.06
03-Oct-16,612.13,0.1927,0.178713,13.45,,3.84,7.95,0.004285,1.19,,,,0.008089,0.031855,,,11.89
02-Oct-16,610.89,0.196629,0.177279,13.2,,3.84,8.3,0.004311,1.19,,,,0.008165,0.031769,,,11.78
01-Oct-16,613.98,0.185924,0.202293,13.17,,3.85,7.36,0.004386,1.19,,,,0.008205,0.031822,,,11.71
30-Sep-16,609.74,0.196706,0.184939,13.22,,3.84,8.41,0.004366,1.26,,,,0.00883,0.029636,,,12.1
29-Sep-16,605.69,0.173167,0.191738,13.07,,3.85,8.71,0.004006,1.27,,,,0.008914,0.029073,,,12.01
28-Sep-16,604.73,0.17312,0.194798,13.27,,3.84,9.4,0.004617,1.25,,,,0.009048,0.032441,,,11.59
27-Sep-16,606.17,0.173631,0.197913,13.1,,3.85,9.31,0.00467,1.2,,,,0.008229,0.034811,,,11.64
26-Sep-16,608.04,0.173482,0.202491,12.82,,3.86,9.4,0.004988,1.2,,,,0.007963,0.035266,,,11.41
25-Sep-16,600.83,0.174928,0.198994,13.1,,3.81,10.24,0.005066,1.21,,,,0.007855,0.03611,,,11.55
24-Sep-16,602.63,0.181455,0.213843,12.88,,3.81,10.63,0.005167,1.25,,,,0.007362,0.038854,,,11.53
23-Sep-16,602.84,0.186626,0.243237,13.33,,3.81,10.77,0.005251,1.24,,,,0.007211,0.035526,,,11.54
22-Sep-16,596.3,0.195984,0.252723,13.25,,3.77,10.16,0.005299,1.25,,,,0.006843,0.034466,,,11.54
21-Sep-16,597.15,0.199509,0.303794,13.77,,3.84,9.92,0.005415,1.22,,,,0.006829,0.034957,,,11.53
20-Sep-16,608.31,0.215727,0.312621,14.43,,3.84,11.15,0.005127,1.25,,,,0.006785,0.036401,,,11.41
19-Sep-16,609.23,0.191414,0.331296,13.19,,3.83,10.56,0.00516,1.28,,,,0.006858,0.03405,,,11.54
18-Sep-16,609.87,0.186632,0.384916,12.43,,4.04,9.45,0.005174,1.32,,,,0.006853,0.036501,,,11.64
17-Sep-16,605.98,0.179221,0.426568,12.7,,3.81,9.68,0.005274,1.32,,,,0.007018,0.033547,,,11.78
16-Sep-16,606.97,0.167791,0.388858,12.56,,3.81,8.91,0.005499,1.32,,,,0.007446,0.034574,,,11.72
15-Sep-16,607.15,0.1656,0.349832,11.94,,3.81,9.41,0.005674,1.28,,,,0.008303,0.038852,,,12.21
14-Sep-16,610.68,0.17306,0.325127,11.92,,3.83,10.51,0.005695,1.29,,,,0.005961,0.037704,,,12.71
13-Sep-16,609.24,0.169045,0.309509,11.92,,3.82,10.88,0.005876,1.29,,,,0.005886,0.036959,,,13
12-Sep-16,608.24,0.171349,0.374598,11.89,,3.82,10.03,0.005736,1.32,,,,0.005897,0.034792,,,12.26
11-Sep-16,606.72,0.160849,0.37615,11.64,,3.86,10.69,0.005716,1.34,,,,0.005842,0.037784,,,11.14
10-Sep-16,623.51,0.162375,0.391001,12.17,,3.97,12.23,0.005874,1.42,,,,0.00587,0.047915,,,11.42
09-Sep-16,622.86,0.166817,0.558478,11.65,,3.97,12.43,0.006211,1.4,,,,0.005869,0.030533,,,11.22
08-Sep-16,626.32,0.162395,,11.35,,3.99,12.74,0.005664,1.44,,,,0.005902,0.026794,,,11.69
07-Sep-16,614.54,0.160031,,11.55,,3.97,11.83,0.0057,1.48,,,,0.005892,0.027648,,,11.28
06-Sep-16,610.44,0.166453,,11.69,,3.97,12.46,0.005703,1.47,,,,0.005912,0.024576,,,10.92
05-Sep-16,606.59,0.170325,,11.72,,3.98,13.96,0.005724,1.45,,,,0.005932,0.022383,,,11.27
04-Sep-16,608.63,0.165639,,11.68,,4.01,13.39,0.005647,1.46,,,,0.005954,0.022118,,,11.39
03-Sep-16,598.21,0.165268,,11.76,,3.89,10.59,0.005725,1.34,,,,0.005964,0.023516,,,11.45
02-Sep-16,575.54,0.171192,,12.11,,3.82,10.21,0.005618,1.39,,,,0.00597,0.023228,,,11.36
01-Sep-16,572.3,0.161095,,11.99,,3.83,8,0.005569,1.44,,,,0.005984,0.02209,,,11.45
31-Aug-16,575.47,0.163984,,11.67,,3.8,8.58,0.005698,1.18,,,,0.006012,0.021287,,,11.89
30-Aug-16,577.5,0.158452,,11.23,,3.8,8.49,0.005867,1.24,,,,0.006026,0.020241,,,11.77
29-Aug-16,574.11,0.159015,,10.98,,3.76,8.5,0.005828,1.26,,,,0.006131,0.021121,,,11.68
28-Aug-16,573.91,0.158804,,10.93,,3.74,9.51,0.005945,1.32,,,,0.005963,0.021103,,,12.42
27-Aug-16,569.95,0.162308,,11.15,,3.74,5.3,0.005711,1.35,,,,0.005975,0.023835,,,12.57
26-Aug-16,579.65,0.169513,,11.3,,3.83,4.18,0.005858,1.44,,,,0.00603,0.021864,,,12.74
25-Aug-16,577.76,0.16587,,11.36,,3.8,4.15,0.005867,1.37,,,,0.006079,0.018488,,,12.31
24-Aug-16,580.18,0.170316,,11.04,,3.86,4.42,0.005764,1.44,,,,0.006052,0.02095,,,13.28
23-Aug-16,583.41,0.176581,,11.03,,3.93,4.72,0.005559,1.6,,,,0.006019,0.022228,,,13.42
22-Aug-16,586.75,0.178477,,11.12,,3.66,3.99,0.006214,1.67,,,,0.006,0.021984,,,14.21
21-Aug-16,581.31,0.174425,,11.18,,3.62,2.54,0.006325,1.72,,,,0.006052,0.020555,,,13.41
20-Aug-16,581.7,0.179004,,11.25,,3.62,2.44,0.006537,1.74,,,,0.006114,0.020357,,,13.1
19-Aug-16,575.63,0.178273,,10.75,,3.6,2.3,0.006836,1.79,,,,0.006119,0.020717,,,13.78
18-Aug-16,574.32,0.17527,,10.76,,3.61,2.19,0.006414,1.69,,,,0.006122,0.02399,,,13.86
17-Aug-16,573.22,0.177487,,10.75,,3.6,2.24,0.006254,1.74,,,,0.006109,0.027411,,,12.55
16-Aug-16,577.44,0.17457,,11.14,,3.64,2.2,0.006193,1.86,,,,0.00614,0.028699,,,12.87
15-Aug-16,567.24,0.173786,,11.22,,3.58,2.18,0.006351,1.86,,,,0.006045,0.024511,,,13.3
14-Aug-16,570.47,0.17343,,11.19,,3.65,2.01,0.006493,1.93,,,,0.005994,0.02396,,,14.48
13-Aug-16,585.59,0.175204,,11.57,,3.71,1.98,0.006562,1.87,,,,0.006092,0.014405,,,12.91
12-Aug-16,587.56,0.182949,,11.78,,3.71,1.95,0.006686,1.85,,,,0.006123,0.011175,,,12.59
11-Aug-16,589.12,0.181023,,11.69,,3.74,1.98,0.005666,1.85,,,,0.006189,,,,11.08
10-Aug-16,592.1,0.189038,,12.14,,3.72,2.01,0.005549,1.71,,,,0.006194,,,,10.44
09-Aug-16,587.8,0.172701,,12.24,,3.76,2.05,0.005501,1.95,,,,0.006163,,,,10.3
08-Aug-16,591.05,0.175236,,11.25,,3.79,1.9,0.005006,2.19,,,,0.006027,,,,10.38
07-Aug-16,592.69,0.160934,,10.91,,3.78,1.9,0.005018,2.15,,,,0.006178,,,,10.35
06-Aug-16,587.78,0.172755,,10.88,,3.76,1.88,0.005326,2.7,,,,0.006337,,,,10.55
05-Aug-16,575.04,0.16482,,10.93,,3.73,1.79,0.005282,2.59,,,,0.006447,,,,9.72
04-Aug-16,578.29,0.151644,,11.04,,3.75,1.85,0.005288,2.34,,,,0.005816,,,,9.53
03-Aug-16,566.36,0.142479,,10.29,,3.72,1.57,0.005146,2.6,,,,0.005646,,,,9.33
02-Aug-16,547.47,0.127242,,8.79,,3.64,1.49,0.004997,2.76,,,,0.00569,,,,9.16
01-Aug-16,606.27,0.158018,,10.94,,3.86,1.7,0.006295,2.34,,,,0.005906,,,,9.9
31-Jul-16,624.68,0.170575,,11.88,,4.01,1.82,0.006658,1.8,,,,0.005945,,,,9.51
30-Jul-16,655.05,0.185351,,12.46,,4.06,1.91,0.006726,1.57,,,,0.006121,,,,9.22
29-Jul-16,656.99,0.191743,,12.79,,4.08,1.89,0.006589,1.64,,,,0.006111,,,,9.46
28-Jul-16,655.03,0.176222,,12.84,,3.97,1.85,0.006628,1.73,,,,0.005974,,,,9.31
27-Jul-16,654.35,0.18213,,12.97,,3.96,1.94,0.006644,1.6,,,,0.005969,,,,9.15
26-Jul-16,651.78,0.173442,,11.99,,3.97,1.83,0.006586,2.55,,,,0.005998,,,,8.86
25-Jul-16,654.1,0.201996,,13.84,,4.03,1.85,0.00701,0.602402,,,,0.006246,,,,9.13
24-Jul-16,661.28,0.202169,,12.75,,4.07,1.88,0.006881,0.928814,,,,0.006286,,,,9.21
23-Jul-16,655.56,0.201458,,14.3,,4.06,1.89,0.007226,,,,,0.006317,,,,9.31
22-Jul-16,650.62,0.191196,,14.66,,4.04,1.83,0.00673,,,,,0.006303,,,,9.25
21-Jul-16,665.01,0.206353,,12.65,,4.12,1.74,0.006802,,,,,0.006416,,,,8.96
20-Jul-16,665.68,0.211235,,12.45,,4.13,1.76,0.007206,,,,,0.006395,,,,8.44
19-Jul-16,672.86,0.209255,,11.62,,4.15,1.9,0.006758,,,,,0.006405,,,,8.5
18-Jul-16,673.11,0.217987,,11.03,,4.15,1.95,0.007542,,,,,0.006482,,,,8.22
17-Jul-16,679.46,0.197031,,11.16,,4.19,1.99,0.00772,,,,,0.006538,,,,8.12
16-Jul-16,660.77,0.193542,,11.65,,4.13,1.98,0.007903,,,,,0.006572,,,,8.26
15-Jul-16,663.25,0.204921,,11.95,,4.16,1.99,0.008158,,,,,0.006442,,,,8.09
14-Jul-16,658.08,0.196309,,11.51,,4.15,2.01,0.008096,,,,,0.006385,,,,7.75
13-Jul-16,654.47,0.193641,,10.5,,4.14,1.93,0.00868,,,,,0.006411,,,,7.84
12-Jul-16,664.55,0.199753,,10.52,,4.15,1.99,0.009321,,,,,0.00635,,,,7.84
11-Jul-16,647.66,0.216697,,10.46,,4.09,1.98,0.008119,,,,,0.006534,,,,7.96
10-Jul-16,649.36,0.218331,,10.95,,4.1,1.91,0.00815,,,,,0.006674,,,,7.42
09-Jul-16,650.96,0.221057,,10.97,,4.16,1.96,0.008034,,,,,0.006679,,,,7.36
08-Jul-16,666.52,0.193728,,11.39,,4.22,1.98,0.008166,,,,,0.006715,,,,7.45
07-Jul-16,640.56,0.229901,,10.11,,4.11,1.9,0.007649,,,,,0.006598,,,,7.03
06-Jul-16,677.33,0.228037,,10.53,,4.47,1.94,0.009398,,,,,0.006691,,,,6.98
05-Jul-16,670.63,0.220016,,10.61,,4.45,1.73,0.009415,,,,,0.006699,,,,6.99
04-Jul-16,683.66,0.22048,,11.47,,4.54,1.71,0.010891,,,,,0.007028,,,,7.08
03-Jul-16,658.66,0.192793,,11.72,,4.25,1.7,0.010768,,,,,0.006607,,,,7.01
02-Jul-16,703.7,0.180402,,12.13,,4.59,1.75,0.010535,,,,,0.006699,,,,7.18
01-Jul-16,676.3,0.144888,,12.2,,4.26,1.66,0.010477,,,,,0.006787,,,,7.24
30-Jun-16,673.34,0.139444,,12.46,,4.19,1.61,0.012527,,,,,0.006657,,,,7.13
29-Jun-16,639.89,0.145139,,12.61,,4.06,1.55,0.010399,,,,,0.006777,,,,6.99
28-Jun-16,647,0.145641,,12.18,,4.1,1.49,0.012825,,,,,0.006773,,,,6.91
27-Jun-16,655.27,0.175187,,13.88,,4.12,1.48,0.011272,,,,,0.006398,,,,7.01
26-Jun-16,629.37,0.165977,,13.85,,4.07,1.48,0.006817,,,,,0.0064,,,,6.78
25-Jun-16,665.12,0.201881,,14.28,,4.23,1.55,0.007407,,,,,0.006414,,,,6.86
24-Jun-16,665.3,0.195036,,14.33,,4.28,1.59,0.007508,,,,,0.006434,,,,7.13
23-Jun-16,623.98,0.199471,,13.68,,3.85,1.56,0.005122,,,,,0.006381,,,,7.24
22-Jun-16,596.12,0.188528,,13.1,,3.91,1.5,0.004088,,,,,0.006495,,,,7.34
21-Jun-16,666.65,0.230596,,13.31,,4.82,1.61,0.0044,,,,,0.006172,,,,7.78
20-Jun-16,737.23,0.289737,,11.84,,5.29,1.83,0.005594,,,,,0.006626,,,,8.29
19-Jun-16,763.78,0.60376,,12.23,,5.59,1.87,0.005004,,,,,0.006813,,,,7.99
18-Jun-16,756.23,0.66548,,11.33,,5.56,2.01,0.003041,,,,,0.006604,,,,8.16
17-Jun-16,748.91,0.899224,,15.38,,5.59,1.75,0.002564,,,,,0.006693,,,,8.36
16-Jun-16,766.31,0.928007,,20.59,,5.66,1.58,0.002695,,,,,0.006676,,,,8.59
15-Jun-16,694.47,0.953506,,18.35,,5.24,1.46,0.002436,,,,,0.006887,,,,8.14
14-Jun-16,685.56,0.911588,,18.89,,5.2,1.39,0.002376,,,,,0.007105,,,,8.2
13-Jun-16,704.38,1.32,,17.6,,5.29,1.28,0.002219,,,,,0.005824,,,,7.72
12-Jun-16,672.78,1.22,,15.74,,5.33,1.25,0.002094,,,,,0.005852,,,,7.66
11-Jun-16,606.73,1.37,,14.19,,5.01,1.14,0.001968,,,,,0.005766,,,,7.9
10-Jun-16,577.47,1.56,,13.91,,4.84,1.15,0.001888,,,,,0.005736,,,,7.84
09-Jun-16,574.63,1.41,,14.4,,4.69,1.11,0.001858,,,,,0.005788,,,,7.82
08-Jun-16,581.64,1.02,,14.42,,4.75,0.999952,0.001968,,,,,0.00577,,,,7.88
07-Jun-16,576.6,0.836066,,14.51,,4.77,1.01,0.002024,,,,,0.00578,,,,7.91
06-Jun-16,585.54,0.768672,,13.93,,4.96,1.01,0.002023,,,,,0.005769,,,,7.77
05-Jun-16,574.98,0.713006,,13.97,,4.81,1,0.002003,,,,,0.005796,,,,7.58
04-Jun-16,572.73,0.586993,,13.74,,4.81,0.974353,0.00201,,,,,0.00578,,,,8.05
03-Jun-16,569.19,1.09,,13.85,,4.86,0.945202,0.002001,,,,,0.005827,,,,8.06
02-Jun-16,537.97,1.21,,13.74,,4.72,0.92668,0.00197,,,,,0.005766,,,,8.1
01-Jun-16,536.92,,,14,,4.74,0.914871,0.002034,,,,,0.005809,,,,8.26
31-May-16,531.39,,,14.08,,4.65,0.928747,0.001875,,,,,0.005706,,,,8.18
30-May-16,533.86,,,12.73,,4.67,0.910537,0.001676,,,,,0.005748,,,,8.2
29-May-16,526.23,,,12.35,,4.61,0.881719,0.001648,,,,,0.005662,,,,8.19
28-May-16,530.04,,,11.89,,4.7,0.919737,0.001613,,,,,0.005682,,,,7.85
27-May-16,473.46,,,11.3,,4.5,0.859091,0.001561,,,,,0.005679,,,,7.5
26-May-16,453.38,,,12.43,,4.08,0.860175,0.001508,,,,,0.005669,,,,7.39
25-May-16,449.6,,,12.53,,4.05,0.865887,0.001638,,,,,0.005756,,,,7.61
24-May-16,445.98,,,12.73,,3.95,0.901127,0.001652,,,,,0.005962,,,,7.76
23-May-16,444.15,,,13.46,,3.97,0.91473,0.001661,,,,,0.005909,,,,8.1
22-May-16,439.32,,,14.29,,3.93,0.938764,0.001698,,,,,0.005936,,,,8.1
21-May-16,443.19,,,14.02,,3.95,0.975433,0.00162,,,,,0.00599,,,,8.24
20-May-16,442.68,,,13.64,,3.88,0.942222,0.001664,,,,,0.006084,,,,7.95
19-May-16,438.71,,,14.77,,3.83,0.853595,0.001549,,,,,0.006032,,,,7.7
18-May-16,454.62,,,13.56,,4,0.840542,0.001444,,,,,0.006028,,,,7.39
17-May-16,453.78,,,12.2,,3.98,0.813343,0.001465,,,,,0.006023,,,,7.41
16-May-16,454.16,,,11.17,,4.01,0.818356,0.001492,,,,,0.006022,,,,7.27
15-May-16,457.57,,,9.96,,4.06,0.823823,0.00147,,,,,0.006061,,,,7
14-May-16,455.67,,,10.24,,4.01,0.838895,0.001435,,,,,0.006073,,,,6.95
13-May-16,455.67,,,10.51,,3.93,0.847763,0.001517,,,,,0.006109,,,,6.97
12-May-16,454.77,,,10.06,,3.86,0.875668,0.001571,,,,,0.006167,,,,6.78
11-May-16,452.73,,,10,,3.88,0.85971,0.001534,,,,,0.006189,,,,6.76
10-May-16,450.89,,,9.36,,3.82,0.829463,0.001506,,,,,0.006272,,,,6.79
09-May-16,460.48,,,9.3,,4.06,0.825393,0.001475,,,,,0.006399,,,,6.59
08-May-16,458.55,,,9.48,,3.94,0.850586,0.001517,,,,,0.006404,,,,6.69
07-May-16,458.54,,,9.37,,3.95,0.880058,0.001554,,,,,0.00649,,,,6.58
06-May-16,459.6,,,9.35,,3.82,0.877466,0.00159,,,,,0.006399,,,,6.77
05-May-16,447.98,,,9.83,,3.71,0.906841,0.001535,,,,,0.006193,,,,6.82
04-May-16,446.72,,,9.41,,3.75,0.916455,0.001535,,,,,0.006323,,,,6.84
03-May-16,450.3,,,9.31,,3.74,0.908237,0.001578,,,,,0.00656,,,,6.8
02-May-16,444.67,,,10.16,,3.68,0.964395,0.001574,,,,,0.006714,,,,6.83
01-May-16,451.88,,,8.85,,3.71,0.914293,0.001606,,,,,0.006791,,,,6.79
30-Apr-16,448.32,,,8.81,,3.66,0.916537,0.001601,,,,,0.006812,,,,6.83
29-Apr-16,455.1,,,7.46,,3.81,0.883684,0.001607,,,,,0.006759,,,,6.6
28-Apr-16,449.01,,,7.17,,3.79,0.904794,0.001599,,,,,0.006686,,,,6.46
27-Apr-16,444.69,,,7.76,,3.89,0.941531,0.001645,,,,,0.006725,,,,6.28
26-Apr-16,466.09,,,7.4,,4.05,0.884295,0.001532,,,,,0.007095,,,,6.08
25-Apr-16,461.43,,,7.55,,3.81,0.953362,0.001518,,,,,0.007283,,,,6.17
24-Apr-16,458.56,,,8,,3.63,1.01,0.001533,,,,,0.007251,,,,6.44
23-Apr-16,450.28,,,8.29,,3.33,1.04,0.0016,,,,,0.007346,,,,6.51
22-Apr-16,445.74,,,7.82,,3.32,0.980429,0.001583,,,,,0.007284,,,,6.28
21-Apr-16,449.43,,,8.1,,3.35,0.977233,0.001579,,,,,0.007433,,,,6.19
20-Apr-16,441.39,,,8.47,,3.28,1.06,0.001647,,,,,0.007244,,,,6.35
19-Apr-16,435.51,,,8.71,,3.29,1.11,0.00162,,,,,0.007118,,,,6.39
18-Apr-16,428.59,,,9.04,,3.24,1.11,0.001558,,,,,0.006987,,,,6.23
17-Apr-16,427.4,,,9.31,,3.26,1.04,0.0015,,,,,0.006499,,,,6.4
16-Apr-16,430.57,,,8.61,,3.27,0.977983,0.001423,,,,,0.00651,,,,6.3
15-Apr-16,429.71,,,8.24,,3.28,0.990145,0.001443,,,,,0.006424,,,,6.03
14-Apr-16,424.28,,,8.39,,3.24,1.01,0.001579,,,,,0.006289,,,,6.41
13-Apr-16,423.73,,,8.04,,3.24,1.03,0.001365,,,,,0.005695,,,,6.51
12-Apr-16,425.19,,,7.44,,3.26,0.955986,0.00139,,,,,0.005885,,,,6.5
11-Apr-16,422.48,,,8.64,,3.24,1.02,0.001458,,,,,0.006048,,,,6.35
10-Apr-16,421.56,,,8.94,,3.23,1.1,0.0014,,,,,0.005937,,,,6.54
09-Apr-16,419.41,,,9.15,,3.22,1.13,0.001412,,,,,0.006288,,,,6.68
08-Apr-16,420.35,,,9.72,,3.22,1.24,0.001419,,,,,0.006671,,,,6.99
07-Apr-16,422.75,,,10.07,,3.25,1.5,0.001349,,,,,0.006875,,,,6.9
06-Apr-16,423.41,,,10.69,,3.26,1.51,0.001361,,,,,0.007296,,,,7.02
05-Apr-16,424.03,,,10.44,,3.25,1.52,0.001373,,,,,0.007474,,,,7.07
04-Apr-16,421.44,,,11.16,,3.25,1.6,0.00137,,,,,0.007491,,,,6.96
03-Apr-16,420.9,,,11.62,,3.26,1.54,0.00136,,,,,0.007503,,,,7
02-Apr-16,420.87,,,11.6,,3.26,1.55,0.001443,,,,,0.007501,,,,7.05
01-Apr-16,417.96,,,11.66,,3.24,1.46,0.001473,,,,,0.007418,,,,7.07
31-Mar-16,416.73,,,11.4,,3.26,1.4,0.001495,,,,,0.007391,,,,6.88
30-Mar-16,414.82,,,11.95,,3.22,1.45,0.001491,,,,,0.007332,,,,6.78
29-Mar-16,416.52,,,11.66,,3.23,1.49,0.001534,,,,,0.007566,,,,7.08
28-Mar-16,424.23,,,11.67,,3.26,1.49,0.001584,,,,,0.007564,,,,7.06
27-Mar-16,426.76,,,10.42,,3.3,1.53,0.001454,,,,,0.008029,,,,7.05
26-Mar-16,417.94,,,10.97,,3.23,1.7,0.001484,,,,,0.008066,,,,7.21
25-Mar-16,417.18,,,10.74,,3.23,1.6,0.001248,,,,,0.008191,,,,7.44
24-Mar-16,416.39,,,11.23,,3.22,1.7,0.001256,,,,,0.00823,,,,6.66
23-Mar-16,418.04,,,12.42,,3.24,1.45,0.001304,,,,,0.008332,,,,6.59
22-Mar-16,418.09,,,11.27,,3.23,1.39,0.001272,,,,,0.00811,,,,6.09
21-Mar-16,413.31,,,11.86,,3.2,1.49,0.001257,,,,,0.008047,,,,6.01
20-Mar-16,413.75,,,10.32,,3.21,1.52,0.001239,,,,,0.00796,,,,6.12
19-Mar-16,410.44,,,10.53,,3.18,1.21,0.001294,,,,,0.008016,,,,5.99
18-Mar-16,409.55,,,11,,3.17,1.15,0.001183,,,,,0.008119,,,,5.95
17-Mar-16,420.62,,,11.08,,3.31,1.3,0.001301,,,,,0.008287,,,,5.98
16-Mar-16,417.01,,,12.52,,3.31,1.15,0.001172,,,,,0.008178,,,,6.33
15-Mar-16,416.83,,,13.01,,3.31,1.14,0.001239,,,,,0.008186,,,,5.84
14-Mar-16,416.44,,,12.45,,3.3,1.12,0.001256,,,,,0.008479,,,,5.54
13-Mar-16,414.06,,,14.47,,3.31,1.24,0.001341,,,,,0.008635,,,,5.68
12-Mar-16,411.62,,,13.53,,3.29,1.15,0.001365,,,,,0.0087,,,,5.31
11-Mar-16,421.69,,,11.08,,3.38,1.1,0.001344,,,,,0.008803,,,,5.15
10-Mar-16,417.13,,,11.3,,3.29,1.09,0.001385,,,,,0.00819,,,,4.92
09-Mar-16,414.86,,,11.9,,3.28,1.24,0.001329,,,,,0.008056,,,,4.57
08-Mar-16,413.97,,,9.85,,3.25,1.19,0.001635,,,,,0.007949,,,,4.6
07-Mar-16,414.32,,,9.55,,3.27,1.07,0.001622,,,,,0.007918,,,,4.3
06-Mar-16,407.71,,,11.38,,3.22,1.2,0.001043,,,,,0.00786,,,,4.58
05-Mar-16,400.57,,,11,,3.19,1.2,0.000709,,,,,0.007878,,,,4.87
04-Mar-16,410.94,,,10.41,,3.25,1.1,0.000637,,,,,0.008096,,,,4.63
03-Mar-16,421.65,,,9.29,,3.32,1.09,0.000605,,,,,0.008162,,,,4.71
02-Mar-16,423.99,,,8.47,,3.37,0.827633,0.000645,,,,,0.00803,,,,3.88
01-Mar-16,435.12,,,7.65,,3.43,0.847996,0.000628,,,,,0.008006,,,,3.9
29-Feb-16,437.7,,,6.34,,3.45,0.870503,0.000647,,,,,0.007923,,,,3.92
28-Feb-16,433.5,,,6.47,,3.44,0.870485,0.000654,,,,,0.007889,,,,4
27-Feb-16,432.52,,,6.43,,3.41,0.8297,0.000643,,,,,0.007972,,,,4.08
26-Feb-16,432.15,,,5.92,,3.42,0.813595,0.000645,,,,,0.008058,,,,3.97
25-Feb-16,424.54,,,6.1,,3.37,0.806427,0.000629,,,,,0.008027,,,,3.91
24-Feb-16,424.95,,,6.24,,3.37,0.801251,0.000651,,,,,0.008076,,,,4.02
23-Feb-16,420.74,,,5.59,,3.4,0.756528,0.000648,,,,,0.00797,,,,3.8
22-Feb-16,437.75,,,5.62,,3.48,0.77803,0.00067,,,,,0.00805,,,,4.2
21-Feb-16,438.8,,,4.65,,3.46,0.782148,0.000662,,,,,0.0081,,,,4
20-Feb-16,437.16,,,4.34,,3.46,0.824465,0.000606,,,,,0.008253,,,,3.64
19-Feb-16,420.79,,,4.74,,3.25,0.819088,0.000565,,,,,0.008245,,,,3.51
18-Feb-16,422.37,,,4.4,,3.25,0.774533,0.000557,,,,,0.007995,,,,3.53
17-Feb-16,416.32,,,3.76,,3.24,0.733156,0.000466,,,,,0.008138,,,,3.68
16-Feb-16,407.49,,,4.32,,3.21,0.935744,0.000518,,,,,0.008451,,,,3.48
15-Feb-16,400.19,,,5.29,,3.18,0.791647,0.000578,,,,,0.008631,,,,3.78
14-Feb-16,407.23,,,5.24,,3.21,0.846403,0.000594,,,,,0.00859,,,,3.8
13-Feb-16,391.86,,,5.39,,3.13,0.804311,0.000566,,,,,0.008257,,,,3.77
12-Feb-16,384.26,,,5.55,,3.11,0.612499,0.000609,,,,,0.007979,,,,3.79
11-Feb-16,379.65,,,6.01,,3.08,0.516381,0.000506,,,,,0.007815,,,,3.26
10-Feb-16,381.65,,,4.44,,3.1,0.480424,0.000535,,,,,0.007853,,,,3.84
09-Feb-16,376.03,,,4.04,,3.08,0.46485,0.000543,,,,,0.007815,,,,3.97
08-Feb-16,373.45,,,3.18,,3.06,0.481636,0.00059,,,,,0.007991,,,,4.16
07-Feb-16,376.62,,,2.96,,3.09,0.479407,0.000606,,,,,0.008338,,,,4.21
06-Feb-16,376.52,,,2.53,,3.1,0.480421,0.000634,,,,,0.007922,,,,4.19
05-Feb-16,386.55,,,2.54,,3.14,0.496352,0.000631,,,,,0.007262,,,,4.28
04-Feb-16,389.59,,,2.58,,3.16,0.507164,0.000601,,,,,0.00697,,,,4.29
03-Feb-16,369.95,,,2.53,,3.05,0.491974,0.00063,,,,,0.006883,,,,4.18
02-Feb-16,374.45,,,2.44,,3.08,0.501037,0.000588,,,,,0.006768,,,,4.11
01-Feb-16,373.06,,,2.21,,3.08,0.497962,0.000507,,,,,0.006542,,,,4.12
31-Jan-16,368.77,,,2.31,,3.05,0.483429,0.000491,,,,,0.006399,,,,4.11
30-Jan-16,378.25,,,2.45,,3.08,0.511528,0.000466,,,,,0.006634,,,,4.29
29-Jan-16,379.47,,,2.49,,3.11,0.51825,0.000432,,,,,0.00684,,,,4.39
