Date,Bitcoin price,Waves price,Neo price,Ethereum price,Iota Price,Litecoin Price,Monero Price,Nem Price,Ethereum Classic Price,Numeraire Price,Omisego Price,Qtum Price,Ripple Price,Stratis Price,Bitcoin Cash Price,Bitconnect Price,Dash Price
28-Jan-16,380.29,,,2.53,,3.12,0.563129,0.000396,,,,,0.006226,,,,4.22
27-Jan-16,394.97,,,2.39,,3.29,0.61087,0.000422,,,,,0.006506,,,,4.2
26-Jan-16,392.15,,,2.28,,3.15,0.584982,0.000418,,,,,0.005419,,,,4.52
25-Jan-16,391.73,,,2.5,,3.13,0.581354,0.000379,,,,,0.005135,,,,4.02
24-Jan-16,402.97,,,2.14,,3.18,0.62205,0.000413,,,,,0.005219,,,,4.4
23-Jan-16,387.49,,,1.97,,3.1,0.61602,0.000455,,,,,0.00512,,,,4.49
22-Jan-16,382.49,,,1.5,,3.08,0.536995,0.00045,,,,,0.005114,,,,5.13
21-Jan-16,410.26,,,1.55,,3.22,0.549362,0.000468,,,,,0.005313,,,,5.15
20-Jan-16,420.23,,,1.53,,3.39,0.535095,0.000606,,,,,0.005381,,,,4.77
19-Jan-16,380.15,,,1.37,,3.02,0.545904,0.000468,,,,,0.005271,,,,3.87
18-Jan-16,387.17,,,1.43,,3.05,0.502346,0.000352,,,,,0.005326,,,,4.37
17-Jan-16,382.3,,,1.33,,3.03,0.450774,0.000294,,,,,0.005266,,,,4.95
16-Jan-16,387.54,,,1.22,,3.09,0.496668,0.000278,,,,,0.005112,,,,3.89
15-Jan-16,364.33,,,1.21,,3,0.428456,0.000256,,,,,0.005229,,,,3.36
14-Jan-16,430.31,,,1.19,,3.47,0.486483,0.000285,,,,,0.005529,,,,3.4
13-Jan-16,432.37,,,1.13,,3.48,0.484302,0.000248,,,,,0.005794,,,,3.1
12-Jan-16,435.69,,,1.14,,3.49,0.490113,0.00026,,,,,0.005854,,,,3.03
11-Jan-16,448.43,,,1.06,,3.56,0.482049,0.000239,,,,,0.005895,,,,3.15
10-Jan-16,447.99,,,0.999231,,3.54,0.488578,0.000256,,,,,0.005956,,,,3.29
09-Jan-16,447.61,,,0.986833,,3.56,0.490135,0.000256,,,,,0.005982,,,,3.18
08-Jan-16,453.23,,,0.986789,,3.57,0.488417,0.000272,,,,,0.005933,,,,3.31
07-Jan-16,458.05,,,0.942005,,3.6,0.492529,0.000252,,,,,0.006039,,,,3.38
06-Jan-16,429.11,,,0.95086,,3.45,0.505053,0.000188,,,,,0.006003,,,,3.38
05-Jan-16,431.96,,,0.950176,,3.47,0.499272,0.000186,,,,,0.006044,,,,3.33
04-Jan-16,433.09,,,0.95448,,3.5,0.517388,0.000203,,,,,0.005958,,,,3.32
03-Jan-16,430.01,,,0.971905,,3.48,0.500312,0.000175,,,,,0.006017,,,,3.24
02-Jan-16,433.44,,,0.937124,,3.5,0.532668,0.000165,,,,,0.006065,,,,3.28
01-Jan-16,434.33,,,0.948024,,3.51,0.497867,0.000162,,,,,0.005955,,,,3.38
31-Dec-15,430.57,,,0.933542,,3.48,0.470402,0.000151,,,,,0.00604,,,,3.27
30-Dec-15,426.62,,,0.911958,,3.46,0.441028,0.00016,,,,,0.006182,,,,3.52
29-Dec-15,432.98,,,0.873054,,3.5,0.45616,0.000161,,,,,0.006264,,,,3.09
28-Dec-15,422.28,,,0.845005,,3.47,0.446928,0.00014,,,,,0.00634,,,,2.98
27-Dec-15,422.82,,,0.856365,,3.48,0.451554,0.00015,,,,,0.006343,,,,2.65
26-Dec-15,417.27,,,0.854603,,3.42,0.446716,0.000162,,,,,0.006174,,,,2.77
25-Dec-15,455.65,,,0.870363,,3.62,0.484163,0.000185,,,,,0.006487,,,,2.83
24-Dec-15,454.99,,,0.863262,,3.64,0.490058,0.000178,,,,,0.005971,,,,2.77
23-Dec-15,442.4,,,0.858077,,3.58,0.482244,0.000203,,,,,0.006021,,,,2.53
22-Dec-15,436.57,,,0.864202,,3.42,0.480099,0.000194,,,,,0.006193,,,,2.55
21-Dec-15,438.64,,,0.900771,,3.46,0.488745,0.000192,,,,,0.006269,,,,2.47
20-Dec-15,442.69,,,0.903885,,3.54,0.507456,0.000155,,,,,0.006235,,,,2.49
19-Dec-15,462.32,,,0.908072,,3.72,0.471013,0.000162,,,,,0.006291,,,,2.61
18-Dec-15,463.62,,,0.920127,,3.76,0.499438,0.000182,,,,,0.006387,,,,2.65
17-Dec-15,456.08,,,0.940701,,3.74,0.501231,0.000243,,,,,0.006694,,,,2.61
16-Dec-15,454.93,,,0.991182,,3.7,0.518993,0.000183,,,,,0.006755,,,,2.69
15-Dec-15,465.32,,,1.01,,3.83,0.556358,0.000126,,,,,0.006684,,,,2.68
14-Dec-15,444.18,,,0.993022,,3.61,0.534761,0.000138,,,,,0.007614,,,,2.69
13-Dec-15,433.75,,,0.952884,,3.63,0.465171,0.000143,,,,,0.008779,,,,2.73
12-Dec-15,435,,,0.976973,,3.61,0.455326,0.000127,,,,,0.008536,,,,2.58
11-Dec-15,451.94,,,0.929762,,3.84,0.458294,0.000146,,,,,0.008441,,,,2.69
10-Dec-15,415.48,,,0.840396,,3.66,0.431434,0.000146,,,,,0.008444,,,,2.44
09-Dec-15,417.56,,,0.792167,,3.67,0.452073,0.000137,,,,,0.008523,,,,2.51
08-Dec-15,415.56,,,0.822118,,3.69,0.42936,0.000133,,,,,0.006775,,,,2.4
07-Dec-15,395.54,,,0.811264,,3.65,0.421295,0.000126,,,,,0.00556,,,,2.33
06-Dec-15,388.78,,,0.8355,,3.47,0.439947,0.000104,,,,,0.005344,,,,2.34
05-Dec-15,388.95,,,0.862438,,3.52,0.451304,0.000118,,,,,0.005301,,,,2.32
04-Dec-15,363.18,,,0.840041,,3.36,0.370805,0.000118,,,,,0.004754,,,,2.34
03-Dec-15,361.05,,,0.812143,,3.38,0.366891,0.000108,,,,,0.004262,,,,2.34
02-Dec-15,359.19,,,0.82121,,3.34,0.368688,0.000102,,,,,0.004173,,,,2.18
01-Dec-15,362.49,,,0.8748,,3.43,0.376028,0.000116,,,,,0.00409,,,,2.08
30-Nov-15,377.32,,,0.873119,,3.62,0.395225,0.000106,,,,,0.004201,,,,2.17
29-Nov-15,371.29,,,0.878614,,3.67,0.401147,0.000104,,,,,0.004299,,,,2.15
28-Nov-15,357.38,,,0.915703,,3.52,0.39204,0.000107,,,,,0.004238,,,,2.08
27-Nov-15,358.04,,,0.867951,,3.58,0.386268,0.000093,,,,,0.004276,,,,2.16
26-Nov-15,352.68,,,0.884183,,3.61,0.404663,0.000111,,,,,0.004291,,,,2.19
25-Nov-15,328.21,,,0.863537,,3.34,0.387684,0.000108,,,,,0.004318,,,,2.15
24-Nov-15,320.05,,,0.900191,,3.11,0.390148,0.0001,,,,,0.004242,,,,2.08
23-Nov-15,323.05,,,0.946969,,3.12,0.391113,0.000106,,,,,0.004288,,,,2.14
22-Nov-15,324.54,,,0.968018,,3.14,0.395824,0.0001,,,,,0.004267,,,,2.06
21-Nov-15,326.93,,,0.97614,,3.15,0.391906,0.000103,,,,,0.004245,,,,2.2
20-Nov-15,322.02,,,0.92492,,3.12,0.389316,0.000113,,,,,0.004227,,,,2.23
19-Nov-15,326.15,,,0.955532,,3.13,0.407052,0.000111,,,,,0.004222,,,,2.21
18-Nov-15,334.59,,,0.993319,,3.19,0.415567,0.000109,,,,,0.004258,,,,2.36
17-Nov-15,335.09,,,1.01,,3.2,0.428999,0.000097,,,,,0.00425,,,,2.26
16-Nov-15,330.75,,,0.928962,,3.19,0.435954,0.000129,,,,,0.004234,,,,2.31
15-Nov-15,320.17,,,0.906368,,3.07,0.43081,0.000112,,,,,0.004165,,,,2.31
14-Nov-15,332.91,,,0.888812,,3.19,0.424853,0.000121,,,,,0.004328,,,,2.36
13-Nov-15,336.75,,,0.904096,,3.23,0.452619,0.000128,,,,,0.004477,,,,2.53
12-Nov-15,338.15,,,0.895711,,3.28,0.443275,0.000132,,,,,0.004541,,,,2.54
11-Nov-15,311.08,,,0.791829,,2.97,0.450299,0.000127,,,,,0.004264,,,,2.29
10-Nov-15,336.82,,,0.934348,,3.12,0.460954,0.000132,,,,,0.004406,,,,2.42
09-Nov-15,380.26,,,0.999278,,3.4,0.472776,0.000152,,,,,0.004609,,,,2.53
08-Nov-15,373.37,,,1.03,,3.42,0.497654,0.000141,,,,,0.004647,,,,2.53
07-Nov-15,386.48,,,0.927974,,3.6,0.452638,0.000164,,,,,0.004694,,,,2.71
06-Nov-15,374.47,,,0.926032,,3.55,0.439195,0.000142,,,,,0.004562,,,,2.7
05-Nov-15,386.35,,,0.895637,,3.96,0.43253,0.000151,,,,,0.004506,,,,2.53
04-Nov-15,411.56,,,0.89905,,4.23,0.505869,0.000151,,,,,0.004947,,,,2.61
03-Nov-15,403.42,,,1.01,,4.59,0.442707,0.000172,,,,,0.005383,,,,2.69
02-Nov-15,361.19,,,0.989789,,4.16,0.442886,0.000162,,,,,0.005156,,,,2.61
01-Nov-15,325.43,,,1.06,,3.96,0.423505,0.00015,,,,,0.004901,,,,2.66
31-Oct-15,314.17,,,0.916627,,3.8,0.404538,0.000145,,,,,0.004687,,,,2.31
30-Oct-15,328.01,,,1.04,,4.06,0.456442,0.000158,,,,,0.004839,,,,2.54
29-Oct-15,313.86,,,1.21,,3.78,0.447103,0.00014,,,,,0.004634,,,,2.39
28-Oct-15,304.62,,,1,,3.1,0.448829,0.00012,,,,,0.004675,,,,2.14
27-Oct-15,293.79,,,0.869641,,3.09,0.409574,0.000117,,,,,0.004649,,,,2.1
26-Oct-15,285.3,,,0.731317,,3.1,0.38796,0.000114,,,,,0.004675,,,,2.24
25-Oct-15,283.68,,,0.616039,,3.07,0.407067,0.000119,,,,,0.004556,,,,2.17
24-Oct-15,281.65,,,0.56359,,3.1,0.395808,0.000123,,,,,0.004662,,,,2.24
23-Oct-15,276.5,,,0.539657,,3.11,0.393922,0.000119,,,,,0.004677,,,,2.33
22-Oct-15,274.02,,,0.567702,,3.11,0.403236,0.000118,,,,,0.004723,,,,2.41
21-Oct-15,266.27,,,0.447329,,3.08,0.394597,0.000117,,,,,0.004697,,,,2.28
20-Oct-15,269.46,,,0.434829,,3.09,0.399646,0.000117,,,,,0.004731,,,,2.41
19-Oct-15,263.44,,,0.489014,,3.05,0.403212,0.000108,,,,,0.005043,,,,2.34
18-Oct-15,261.64,,,0.517734,,3.02,0.409797,0.000124,,,,,0.004979,,,,2.37
17-Oct-15,270.64,,,0.547178,,3.07,0.426942,0.000124,,,,,0.005203,,,,2.43
16-Oct-15,262.87,,,0.536495,,3.11,0.411511,0.000117,,,,,0.005398,,,,2.34
15-Oct-15,254.32,,,0.561878,,3.1,0.390841,0.000113,,,,,0.005399,,,,2.25
14-Oct-15,251.99,,,0.522968,,3.14,0.384266,0.000116,,,,,0.005418,,,,2.32
13-Oct-15,249.51,,,0.607655,,3.18,0.388015,0.000119,,,,,0.005377,,,,2.35
12-Oct-15,245.31,,,0.62603,,3.14,0.395317,0.000117,,,,,0.00526,,,,2.34
11-Oct-15,247.05,,,0.634963,,3.15,0.380724,0.000109,,,,,0.005182,,,,2.39
10-Oct-15,244.94,,,0.627857,,3.11,0.387789,0.000112,,,,,0.005037,,,,2.43
09-Oct-15,243.93,,,0.650628,,3.11,0.397329,0.000117,,,,,0.004983,,,,2.36
08-Oct-15,242.3,,,0.621716,,3.06,0.387872,0.000118,,,,,0.005031,,,,2.38
07-Oct-15,242.97,,,0.609388,,3.06,0.393186,0.000136,,,,,0.005375,,,,2.4
06-Oct-15,246.06,,,0.650645,,3.15,0.411378,0.000123,,,,,0.005328,,,,2.39
05-Oct-15,240.38,,,0.628643,,3.02,0.416151,0.000119,,,,,0.005008,,,,2.34
04-Oct-15,238.26,,,0.668379,,3.01,0.400312,0.000122,,,,,0.005236,,,,2.17
03-Oct-15,238.73,,,0.687171,,3.03,0.409928,0.000127,,,,,0.005517,,,,2.17
02-Oct-15,237.29,,,0.678574,,2.99,0.409897,0.000149,,,,,0.005868,,,,2.22
01-Oct-15,237.55,,,0.690215,,3,0.404696,0.000175,,,,,0.005448,,,,2.29
30-Sep-15,236.06,,,0.738644,,3.01,0.399882,0.000151,,,,,0.00552,,,,2.34
29-Sep-15,236.69,,,0.661146,,2.97,0.435817,0.000149,,,,,0.005579,,,,2.34
28-Sep-15,239.14,,,0.582886,,3.07,0.448998,0.000139,,,,,0.006293,,,,2.38
27-Sep-15,232.76,,,0.720839,,2.87,0.43771,0.00013,,,,,0.006536,,,,2.36
26-Sep-15,234.34,,,0.785964,,2.89,0.445105,0.000131,,,,,0.006501,,,,2.33
25-Sep-15,235.14,,,0.736223,,2.89,0.451515,0.000134,,,,,0.00665,,,,2.45
24-Sep-15,234.53,,,0.81361,,2.93,0.468678,0.000116,,,,,0.00671,,,,2.44
23-Sep-15,230.28,,,0.893406,,2.87,0.464606,0.00012,,,,,0.006668,,,,2.43
22-Sep-15,230.62,,,0.901796,,2.84,0.471829,0.00013,,,,,0.007168,,,,2.46
21-Sep-15,227.09,,,0.919047,,2.8,0.480452,0.000102,,,,,0.007247,,,,2.35
20-Sep-15,231.21,,,0.938445,,2.85,0.485971,0.0001,,,,,0.007637,,,,2.39
19-Sep-15,231.49,,,0.882391,,2.87,0.496418,0.000102,,,,,0.007482,,,,2.36
18-Sep-15,232.97,,,0.853685,,2.96,0.50044,0.0001,,,,,0.007529,,,,2.46
17-Sep-15,229.81,,,0.874231,,2.91,0.494782,0.000108,,,,,0.007372,,,,2.37
16-Sep-15,229.09,,,0.907175,,2.8,0.509974,0.000106,,,,,0.007426,,,,2.37
15-Sep-15,230.3,,,0.94441,,2.82,0.502379,0.000099,,,,,0.00772,,,,2.32
14-Sep-15,230.64,,,0.875622,,2.84,0.482289,0.00009,,,,,0.007404,,,,2.31
13-Sep-15,230.51,,,0.936003,,2.82,0.462865,0.00009,,,,,0.008532,,,,2.34
12-Sep-15,235.23,,,1.04,,2.83,0.465473,0.000087,,,,,0.008197,,,,2.43
11-Sep-15,240.11,,,0.982978,,2.96,0.495325,0.000094,,,,,0.008444,,,,2.38
10-Sep-15,238.48,,,1.17,,2.95,0.497247,0.000091,,,,,0.007663,,,,2.38
09-Sep-15,238.17,,,1.21,,2.92,0.506011,0.00009,,,,,0.007678,,,,2.44
08-Sep-15,243.61,,,1.24,,3.05,0.517402,0.000099,,,,,0.007831,,,,2.33
07-Sep-15,239.85,,,1.25,,3.05,0.499452,0.000096,,,,,0.007918,,,,2.38
06-Sep-15,239.84,,,1.3,,3.05,0.505111,0.000096,,,,,0.007891,,,,2.49
05-Sep-15,235.02,,,1.34,,2.92,0.481594,0.000086,,,,,0.00786,,,,2.51
04-Sep-15,230.3,,,1.27,,2.7,0.467874,0.000097,,,,,0.007355,,,,2.45
03-Sep-15,227.18,,,1.26,,2.63,0.45929,0.000089,,,,,0.007431,,,,2.47
02-Sep-15,229.28,,,1.29,,2.8,0.468083,0.000088,,,,,0.0077,,,,2.51
01-Sep-15,228.12,,,1.35,,2.82,0.458517,0.0001,,,,,0.007815,,,,2.54
31-Aug-15,230.06,,,1.36,,2.84,0.467238,0.000094,,,,,0.007884,,,,2.58
30-Aug-15,228.76,,,1.32,,2.85,0.459009,0.000104,,,,,0.00805,,,,2.56
29-Aug-15,229.78,,,1.18,,2.88,0.47655,0.000096,,,,,0.007751,,,,2.6
28-Aug-15,231.4,,,1.19,,2.91,0.481627,0.000093,,,,,0.007433,,,,2.6
27-Aug-15,224.77,,,1.15,,2.87,0.465475,0.000097,,,,,0.007551,,,,2.56
26-Aug-15,225.83,,,1.16,,2.95,0.496679,0.00009,,,,,0.007492,,,,2.61
25-Aug-15,221.61,,,1.14,,2.94,0.490286,0.000086,,,,,0.007126,,,,2.53
24-Aug-15,210.5,,,1.23,,2.99,0.434871,0.000093,,,,,0.007397,,,,2.38
23-Aug-15,228.17,,,1.35,,3.39,0.544585,0.000098,,,,,0.007552,,,,2.64
22-Aug-15,230.39,,,1.38,,3.51,0.553084,0.000101,,,,,0.007722,,,,2.68
21-Aug-15,232.57,,,1.4,,3.57,0.568307,0.000101,,,,,0.007881,,,,2.76
20-Aug-15,235.35,,,1.46,,3.61,0.597797,0.000106,,,,,0.007872,,,,2.78
19-Aug-15,226.68,,,1.26,,3.48,0.534101,0.0001,,,,,0.007758,,,,2.64
18-Aug-15,211.08,,,1.09,,3.47,0.493284,0.000092,,,,,0.007552,,,,2.67
17-Aug-15,257.98,,,1.2,,3.98,0.610122,0.000119,,,,,0.008301,,,,2.91
16-Aug-15,258.51,,,1.57,,3.95,0.620167,0.000123,,,,,0.008315,,,,2.94
15-Aug-15,261.55,,,1.69,,3.93,0.613236,0.000119,,,,,0.00842,,,,2.98
14-Aug-15,265.68,,,1.83,,4.03,0.609906,0.000121,,,,,0.008337,,,,3.03
13-Aug-15,264.08,,,1.83,,3.88,0.575855,0.000123,,,,,0.008147,,,,3.06
12-Aug-15,266.38,,,1.22,,3.99,0.622923,0.000133,,,,,0.008271,,,,3.06
11-Aug-15,270.39,,,1.07,,4.16,0.603582,0.000135,,,,,0.008591,,,,3.16
10-Aug-15,264.47,,,0.708448,,3.95,0.656576,0.000135,,,,,0.00875,,,,3.08
09-Aug-15,265.08,,,0.701897,,3.9,0.674739,0.00013,,,,,0.008808,,,,3.11
08-Aug-15,261,,,0.753325,,3.85,0.676046,0.000136,,,,,0.008476,,,,3.08
07-Aug-15,279.58,,,2.77,,4.21,0.742292,0.000145,,,,,0.008152,,,,3.26
06-Aug-15,278.58,,,,,4.06,0.729102,0.000141,,,,,0.008024,,,,3.52
05-Aug-15,281.88,,,,,4.35,0.618616,0.000148,,,,,0.008224,,,,3.58
04-Aug-15,285.22,,,,,4.38,0.618406,0.000148,,,,,0.008271,,,,3.64
03-Aug-15,281.23,,,,,4.16,0.595818,0.000154,,,,,0.008281,,,,3.61
02-Aug-15,282.61,,,,,4.17,0.624904,0.000154,,,,,0.00823,,,,3.62
01-Aug-15,281.6,,,,,4.15,0.588741,0.000164,,,,,0.008222,,,,3.61
31-Jul-15,284.65,,,,,4.64,0.574956,0.000164,,,,,0.008437,,,,3.68
30-Jul-15,287.72,,,,,4.58,0.583228,0.000166,,,,,0.008491,,,,3.64
29-Jul-15,289.59,,,,,4.8,0.589967,0.000161,,,,,0.008519,,,,3.64
28-Jul-15,294.43,,,,,5.06,0.615015,0.000174,,,,,0.008449,,,,3.69
27-Jul-15,293.62,,,,,4.67,0.59605,0.000163,,,,,0.008562,,,,3.76
26-Jul-15,292.69,,,,,4.66,0.584723,0.000173,,,,,0.008115,,,,3.78
25-Jul-15,288.7,,,,,4.63,0.566003,0.000184,,,,,0.007888,,,,3.75
24-Jul-15,288.28,,,,,4.6,0.576016,0.000177,,,,,0.007656,,,,3.69
23-Jul-15,276.05,,,,,3.78,0.570335,0.000146,,,,,0.007487,,,,3.58
22-Jul-15,277.22,,,,,3.82,0.57342,0.000142,,,,,0.007579,,,,3.63
21-Jul-15,275.83,,,,,3.77,0.587578,0.000149,,,,,0.007711,,,,3.6
20-Jul-15,278.98,,,,,3.94,0.547709,0.000149,,,,,0.007948,,,,3.69
19-Jul-15,273.61,,,,,3.77,0.537989,0.000148,,,,,0.008091,,,,3.62
18-Jul-15,274.9,,,,,4,0.523595,0.000146,,,,,0.00806,,,,3.71
17-Jul-15,279.47,,,,,3.79,0.535182,0.000149,,,,,0.008026,,,,3.76
16-Jul-15,278.09,,,,,3.69,0.536325,0.000142,,,,,0.008062,,,,3.53
15-Jul-15,285.83,,,,,4.21,0.541855,0.000148,,,,,0.008516,,,,3.66
14-Jul-15,287.46,,,,,4.65,0.570033,0.000158,,,,,0.008631,,,,3.72
13-Jul-15,292.05,,,,,4.68,0.572132,0.000157,,,,,0.008569,,,,3.74
12-Jul-15,310.87,,,,,5.29,0.628094,0.000157,,,,,0.008614,,,,4.1
11-Jul-15,293.12,,,,,4.37,0.539175,0.000161,,,,,0.008615,,,,3.84
10-Jul-15,284.89,,,,,4.51,0.520876,0.000149,,,,,0.008847,,,,4.05
09-Jul-15,269.23,,,,,7.54,0.497226,0.000144,,,,,0.008987,,,,3.11
08-Jul-15,270.79,,,,,6.36,0.51399,0.000161,,,,,0.009449,,,,2.98
07-Jul-15,266.21,,,,,5.23,0.512376,0.000142,,,,,0.00958,,,,2.97
06-Jul-15,269.03,,,,,5.42,0.505507,0.000126,,,,,0.009873,,,,3.09
05-Jul-15,271.91,,,,,4.95,0.521969,0.000129,,,,,0.010021,,,,3.09
04-Jul-15,260.89,,,,,4.11,0.507361,0.000141,,,,,0.010782,,,,3.09
03-Jul-15,256.34,,,,,4.12,0.491196,0.000143,,,,,0.011099,,,,2.96
02-Jul-15,255.41,,,,,4.07,0.492605,0.000143,,,,,0.011037,,,,2.91
01-Jul-15,258.62,,,,,3.92,0.498848,0.000142,,,,,0.011198,,,,2.82
30-Jun-15,263.07,,,,,4.09,0.500266,0.000161,,,,,0.011319,,,,2.86
29-Jun-15,257.06,,,,,3.74,0.493447,0.00015,,,,,0.011977,,,,2.79
28-Jun-15,249.01,,,,,3.31,0.470636,0.000152,,,,,0.011467,,,,2.73
27-Jun-15,250.99,,,,,3.1,0.491951,0.000157,,,,,0.011445,,,,2.79
26-Jun-15,243.59,,,,,2.86,0.484247,0.000148,,,,,0.011288,,,,2.82
25-Jun-15,242.8,,,,,2.85,0.503678,0.000154,,,,,0.011048,,,,2.83
24-Jun-15,240.51,,,,,2.78,0.506506,0.000156,,,,,0.010914,,,,2.81
23-Jun-15,244.3,,,,,2.97,0.526921,0.000158,,,,,0.010667,,,,2.85
22-Jun-15,246.99,,,,,3.03,0.540599,0.000156,,,,,0.010567,,,,2.89
21-Jun-15,243.94,,,,,3.02,0.523274,0.000161,,,,,0.010314,,,,2.84
20-Jun-15,245.21,,,,,3.04,0.53798,0.000158,,,,,0.011039,,,,2.87
19-Jun-15,244.61,,,,,2.81,0.511796,0.000155,,,,,0.011207,,,,2.9
18-Jun-15,249.01,,,,,3.1,0.50388,0.000172,,,,,0.010252,,,,2.96
17-Jun-15,249.28,,,,,2.89,0.50334,0.00016,,,,,0.009678,,,,3
16-Jun-15,250.9,,,,,2.88,0.506086,0.00016,,,,,0.009424,,,,2.99
15-Jun-15,236.82,,,,,2.02,0.508224,0.000147,,,,,0.008579,,,,2.74
14-Jun-15,233.54,,,,,2,0.49497,0.000155,,,,,0.008147,,,,2.81
13-Jun-15,232.4,,,,,1.86,0.489472,0.000155,,,,,0.008093,,,,2.8
12-Jun-15,229.98,,,,,1.8,0.470966,0.000148,,,,,0.008057,,,,2.8
11-Jun-15,229.71,,,,,1.79,0.462852,0.000148,,,,,0.008042,,,,2.78
10-Jun-15,228.8,,,,,1.76,0.479738,0.000153,,,,,0.007999,,,,2.7
09-Jun-15,229.05,,,,,1.8,0.495991,0.000148,,,,,0.007995,,,,2.77
08-Jun-15,228.49,,,,,1.79,0.542956,0.000171,,,,,0.007999,,,,2.83
07-Jun-15,222.88,,,,,1.73,0.517933,0.000168,,,,,0.007874,,,,2.81
06-Jun-15,225.62,,,,,1.76,0.526428,0.00017,,,,,0.007905,,,,2.82
05-Jun-15,224.95,,,,,1.76,0.498892,0.000179,,,,,0.007956,,,,2.82
04-Jun-15,224.32,,,,,1.67,0.476494,0.000172,,,,,0.007879,,,,2.8
03-Jun-15,225.87,,,,,1.69,0.453476,0.000177,,,,,0.008012,,,,2.75
02-Jun-15,225.8,,,,,1.67,0.455539,0.000178,,,,,0.007981,,,,2.8
01-Jun-15,222.93,,,,,1.62,0.451619,0.00017,,,,,0.007579,,,,2.65
31-May-15,230.19,,,,,1.64,0.450889,0.000177,,,,,0.00829,,,,2.76
30-May-15,233.34,,,,,1.81,0.445107,0.000185,,,,,0.008409,,,,2.71
29-May-15,237.1,,,,,1.83,0.439872,0.000183,,,,,0.009056,,,,2.82
28-May-15,237.41,,,,,1.84,0.443637,0.000196,,,,,0.007857,,,,2.74
27-May-15,237.28,,,,,1.85,0.421971,0.000197,,,,,0.006937,,,,2.63
26-May-15,237.12,,,,,1.82,0.446883,0.000183,,,,,0.006794,,,,2.67
25-May-15,237.11,,,,,1.8,0.463606,0.000178,,,,,0.006925,,,,2.82
24-May-15,240.95,,,,,1.83,0.479603,0.000182,,,,,0.006809,,,,2.9
23-May-15,238.87,,,,,1.79,0.470987,0.000177,,,,,0.0068,,,,2.87
22-May-15,240.35,,,,,1.83,0.460764,0.000177,,,,,0.006649,,,,2.91
21-May-15,235.34,,,,,1.48,0.462956,0.000172,,,,,0.006573,,,,2.84
20-May-15,234.02,,,,,1.46,0.492917,0.000172,,,,,0.006636,,,,2.88
19-May-15,231.95,,,,,1.45,0.51466,0.000171,,,,,0.006539,,,,2.89
18-May-15,233.13,,,,,1.45,0.535773,0.000169,,,,,0.005748,,,,2.86
17-May-15,236.8,,,,,1.45,0.557216,0.00016,,,,,0.006329,,,,2.93
16-May-15,236.15,,,,,1.45,0.595673,0.000156,,,,,0.006588,,,,3
15-May-15,237.6,,,,,1.45,0.544965,0.000164,,,,,0.006655,,,,2.87
14-May-15,236.93,,,,,1.45,0.495548,0.00016,,,,,0.006602,,,,2.84
13-May-15,236.38,,,,,1.45,0.483207,0.000159,,,,,0.006857,,,,2.69
12-May-15,241.11,,,,,1.45,0.477612,0.000165,,,,,0.007213,,,,2.71
11-May-15,242.16,,,,,1.44,0.511342,0.000155,,,,,0.00736,,,,2.76
10-May-15,240.3,,,,,1.44,0.565103,0.000151,,,,,0.007382,,,,2.68
09-May-15,241.83,,,,,1.45,0.513693,0.00015,,,,,0.007574,,,,2.76
08-May-15,243.86,,,,,1.48,0.490568,0.000155,,,,,0.007491,,,,2.76
07-May-15,237.33,,,,,1.46,0.473934,0.000156,,,,,0.007529,,,,2.81
06-May-15,229.78,,,,,1.39,0.458257,0.000143,,,,,0.007782,,,,2.82
05-May-15,236.12,,,,,1.41,0.471166,0.000141,,,,,0.00791,,,,2.85
04-May-15,239.02,,,,,1.41,0.467889,0.000151,,,,,0.008017,,,,2.88
03-May-15,240.36,,,,,1.43,0.499079,0.000149,,,,,0.008055,,,,2.7
02-May-15,234.93,,,,,1.42,0.497577,0.000155,,,,,0.008037,,,,2.75
01-May-15,232.08,,,,,1.41,0.499998,0.000156,,,,,0.008018,,,,2.74
30-Apr-15,236.15,,,,,1.44,0.501179,0.000157,,,,,0.008029,,,,2.97
29-Apr-15,225.81,,,,,1.36,0.491526,0.000147,,,,,0.007863,,,,2.97
28-Apr-15,225.85,,,,,1.36,0.47931,0.000149,,,,,0.00763,,,,3.04
27-Apr-15,229.29,,,,,1.38,0.566088,0.000163,,,,,0.007765,,,,2.99
26-Apr-15,219.43,,,,,1.32,0.556385,0.000134,,,,,0.00774,,,,3.05
25-Apr-15,226.39,,,,,1.4,0.56474,0.00014,,,,,0.008291,,,,3.1
24-Apr-15,231.27,,,,,1.42,0.569937,0.00015,,,,,0.008077,,,,3.18
23-Apr-15,236.46,,,,,1.46,0.603233,0.000137,,,,,0.008019,,,,3.63
22-Apr-15,234.18,,,,,1.45,0.576331,0.000138,,,,,0.008025,,,,3.25
21-Apr-15,235.27,,,,,1.42,0.632725,0.000137,,,,,0.007968,,,,2.89
20-Apr-15,224.63,,,,,1.41,0.678942,0.000133,,,,,0.007932,,,,2.65
19-Apr-15,222.6,,,,,1.39,0.662209,0.000147,,,,,0.007846,,,,2.8
18-Apr-15,223.36,,,,,1.41,0.694249,0.000141,,,,,0.0079,,,,2.93
17-Apr-15,222.88,,,,,1.41,0.658304,0.000167,,,,,0.008025,,,,2.83
16-Apr-15,228.57,,,,,1.42,0.678599,0.000163,,,,,0.00801,,,,3.01
15-Apr-15,223.83,,,,,1.38,0.673307,0.000155,,,,,0.007949,,,,3.02
