Date,Bitcoin ,Ethereum ,Tether,XRP,Chainlink 
2019-09-20,10181.6416,218.050049,1.000951,0.29447,1.82775
2019-09-19,10266.41504,221.280853,1.002989,0.302441,1.87587
2019-09-18,10198.24805,211.393036,1.004889,0.313776,1.809821
2019-09-17,10241.27246,208.608749,1.004886,0.285013,1.629438
2019-09-16,10276.79395,197.113174,1.001626,0.260952,1.581435
2019-09-15,10347.71289,189.789124,1.003904,0.261628,1.617525
2019-09-14,10358.04883,188.105515,1.002235,0.261167,1.565105
2019-09-13,10360.54688,181.109726,1.001374,0.255551,1.580933
2019-09-12,10410.12695,181.016098,1.002317,0.254811,1.707639
2019-09-11,10178.37207,178.725494,1.002407,0.255956,1.734827
2019-09-10,10115.97559,179.78717,0.999806,0.258671,1.80213
2019-09-09,10334.97461,181.149475,1.002489,0.259562,1.796893
2019-09-08,10441.27637,181.35553,1.005253,0.263084,1.830964
2019-09-07,10517.25488,178.262619,1.005914,0.260687,1.77696
2019-09-06,10353.30273,169.956177,1.003399,0.25234,1.731496
2019-09-05,10575.5332,174.217133,1.001045,0.256346,1.797884
2019-09-04,10594.49316,175.992889,1.002481,0.259905,1.785244
2019-09-03,10623.54004,179.499329,1.002552,0.263139,1.854688
2019-09-02,10346.76074,178.347351,1.003085,0.26082,1.833489
2019-09-01,9757.970703,171.629425,1.004573,0.258054,1.775217
2019-08-31,9630.664063,172.469788,1.003744,0.259204,1.790231
2019-08-30,9598.173828,168.834869,1.00209,0.256218,1.806381
2019-08-29,9510.200195,169.516739,1.002594,0.257045,1.783433
2019-08-28,9754.422852,173.889969,0.996918,0.25745,1.900387
2019-08-27,10185.5,187.516663,0.999137,0.269618,2.107181
2019-08-26,10370.82031,188.929382,1.001347,0.270788,2.076848
2019-08-25,10138.51758,186.842392,0.999559,0.270088,2.085077
2019-08-24,10159.96094,191.289566,1.002637,0.272553,2.185192
2019-08-23,10407.96484,194.706207,1.003907,0.276545,2.253302
2019-08-22,10131.05566,191.332916,1.00298,0.270944,2.229581
2019-08-21,10138.04981,186.891632,0.994472,0.266261,2.216314
2019-08-20,10763.23242,196.565414,1.000555,0.275806,2.380463
2019-08-19,10916.05371,203.091934,1.004276,0.283328,2.505152
2019-08-18,10345.81055,194.49353,1.003422,0.282646,2.49964
2019-08-17,10231.74414,185.687683,1.000918,0.265721,2.393389
2019-08-16,10374.33887,185.440079,1.002429,0.261971,2.321893
2019-08-15,10311.5459,188.50206,1.002769,0.264882,2.412745
2019-08-14,10051.7041,186.607742,0.993267,0.263343,2.271148
2019-08-13,10895.83008,208.709045,0.996607,0.296639,2.41308
2019-08-12,11382.61621,211.288071,0.998427,0.300322,2.379978
2019-08-11,11523.5791,216.092865,0.99765,0.301915,2.396836
2019-08-10,11354.02441,206.733536,0.999664,0.298721,2.322569
2019-08-09,11862.93652,210.488907,0.998742,0.297343,2.179156
2019-08-08,11966.40723,220.941864,0.997454,0.307661,2.289084
2019-08-07,11941.96875,226.391006,1.001961,0.311969,2.391855
2019-08-06,11478.16895,226.020645,0.998211,0.311326,2.46067
2019-08-05,11805.65332,234.215027,1.009972,0.323564,2.484375
2019-08-04,10970.18457,222.669724,1.005068,0.319842,2.497684
2019-08-03,10821.72656,222.490341,1.004277,0.316757,2.425479
2019-08-02,10518.17481,217.871567,1.001748,0.312394,2.399795
2019-08-01,10399.66895,217.808441,1.006068,0.317906,2.181257
2019-07-31,10085.62793,218.654144,1.00375,0.320909,2.196838
2019-07-30,9607.423828,210.522598,1.003176,0.31847,2.089139
2019-07-29,9519.145508,211.268051,1.000521,0.310658,2.140304
2019-07-28,9552.860352,211.186554,1.002236,0.312288,2.217729
2019-07-27,9477.677734,207.40831,0.998904,0.310528,2.25848
2019-07-26,9870.303711,219.629608,1.003877,0.32353,2.403562
2019-07-25,9911.841797,219.617996,1.003127,0.31481,2.384253
2019-07-24,9811.925781,217.046371,1.003048,0.315947,2.405396
2019-07-23,9900.767578,212.728516,0.997631,0.309926,2.370991
2019-07-22,10343.10645,217.560013,1.000396,0.322106,2.425729
2019-07-21,10599.10547,225.630768,1.000783,0.331309,2.550355
2019-07-20,10767.13965,229.119217,1.005038,0.333209,2.644641
2019-07-19,10530.73242,221.33342,1.002974,0.320605,2.608851
2019-07-18,10666.48242,226.566162,1.008852,0.323176,2.679091
2019-07-17,9693.802734,211.48497,1.006266,0.310613,2.379704
2019-07-16,9477.641602,199.188675,0.995924,0.296726,2.19765
2019-07-15,10895.08984,229.776001,1.008286,0.31531,2.728492
2019-07-14,10256.05859,227.578064,0.999995,0.306426,2.78738
2019-07-13,11392.37891,269.458801,0.998694,0.332179,3.170485
2019-07-12,11815.98633,276.276703,1.006676,0.344118,3.173851
2019-07-11,11358.66211,268.704041,0.996514,0.330335,2.82714
2019-07-10,12156.5127,290.002319,0.999782,0.363775,3.11832
2019-07-09,12573.8125,308.881012,1.00222,0.394168,3.112949
2019-07-08,12285.95801,313.251404,1.004626,0.401533,3.335758
2019-07-07,11450.84668,305.700562,1.00245,0.397047,3.314356
2019-07-06,11208.55078,287.547119,0.99741,0.389055,3.47688
2019-07-05,10978.45996,287.997528,1.001669,0.378964,3.622154
2019-07-04,11215.4375,284.523224,0.999929,0.388719,3.484891
2019-07-03,11961.26953,303.099976,1.005015,0.408532,3.533164
2019-07-02,10801.67773,291.596436,1.00288,0.400204,3.645436
2019-07-01,10583.13477,293.641113,0.996051,0.406862,3.591974
2019-06-30,10817.15527,290.695984,0.992487,0.396411,3.446889
2019-06-29,11959.37109,320.058929,0.998604,0.429378,3.703152
2019-06-28,12407.33203,311.226105,1.000664,0.427315,2.961826
2019-06-27,11182.80664,294.267639,0.985739,0.408754,2.267606
2019-06-26,13016.23145,336.753174,0.991819,0.467451,2.26156
2019-06-25,11790.91699,318.126312,0.999333,0.468229,2.189712
2019-06-24,11011.10254,310.424683,0.997842,0.470088,1.860334
2019-06-23,10855.37109,307.827789,0.996691,0.468291,1.801375
2019-06-22,10701.69141,309.38031,0.995817,0.474764,1.838553
2019-06-21,10144.55664,294.910278,1.0028,0.443188,1.702871
2019-06-20,9527.160156,271.695007,1.000227,0.429823,1.76555
2019-06-19,9273.521484,269.431793,1.002128,0.436817,1.838441
2019-06-18,9081.762695,265.051849,0.999952,0.428761,1.818537
2019-06-17,9320.352539,274.351105,1.004986,0.44808,1.971635
2019-06-16,8994.488281,269.223206,1.002959,0.427516,1.673432
2019-06-15,8838.375,269.019318,1.00556,0.410419,1.721303
2019-06-14,8693.833008,264.087463,1.006155,0.405921,1.676558
2019-06-13,8230.923828,256.168793,1.001899,0.400887,1.84792
2019-06-12,8145.857422,260.90329,1.002928,0.40176,1.142759
2019-06-11,7927.714355,245.78183,1.005074,0.394261,1.138305
2019-06-10,8000.32959,247.520126,1.005629,0.400427,1.191715
2019-06-09,7688.077148,233.0867,1.002971,0.388266,1.073253
2019-06-08,7954.12793,245.738098,1.004727,0.412411,1.15262
2019-06-07,8043.951172,250.930359,1.00665,0.42313,1.177613
2019-06-06,7822.023438,249.474335,1.00367,0.41954,1.119633
2019-06-05,7824.231445,247.05101,1.005081,0.402732,1.077118
2019-06-04,7707.770996,241.338791,0.995063,0.400667,0.88325
2019-06-03,8208.995117,252.607925,0.999562,0.425764,0.910969
2019-06-02,8742.958008,270.225525,1.002115,0.444785,1.012434
2019-06-01,8564.016602,265.391266,1.003931,0.430583,0.965132
2019-05-31,8574.501953,268.113556,1.003473,0.438574,1.02152
2019-05-30,8319.472656,255.858948,1.001971,0.422395,1.024751
2019-05-29,8659.487305,269.455688,1.001285,0.443713,1.182788
2019-05-28,8719.961914,271.768707,1.00001,0.446549,1.275389
2019-05-27,8805.77832,272.86264,1.004945,0.434168,1.211011
2019-05-26,8673.21582,267.069641,1.009858,0.408413,1.087065
2019-05-25,8052.543945,251.759872,1.003458,0.38704,1.129312
2019-05-24,7987.371582,249.484985,1.003004,0.384541,1.33696
2019-05-23,7881.84668,245.965668,1.004428,0.381204,1.344991
2019-05-22,7680.066406,244.698914,1.0014,0.376637,1.220044
2019-05-21,7963.327637,255.215881,1.005497,0.397603,1.185923
2019-05-20,7978.309082,251.86441,1.003848,0.398003,1.128938
2019-05-19,8197.689453,261.292206,1.01061,0.4177,0.99435
2019-05-18,7271.208008,234.59523,0.99664,0.372736,0.934154
2019-05-17,7343.895508,243.764587,0.996773,0.386193,0.887731
2019-05-16,7884.90918,264.01001,0.99904,0.419707,0.926125
2019-05-15,8205.167969,247.153061,1.002776,0.456005,0.845574
2019-05-14,7994.416016,217.148575,1.000001,0.409062,0.823082
2019-05-13,7814.915039,196.846283,1.005109,0.325475,0.646697
2019-05-12,6972.371582,187.325317,0.995634,0.310074,0.65799
2019-05-11,7204.771484,194.304337,1.000759,0.324543,0.678823
2019-05-10,6378.849121,173.142746,1.001102,0.300387,0.67146
2019-05-09,6174.528809,170.289307,0.999281,0.296509,0.639849
2019-05-08,5982.45752,170.948166,1.001374,0.300721,0.591537
2019-05-07,5829.501465,169.79866,0.998015,0.299684,0.544724
2019-05-06,5746.807129,172.653214,0.999546,0.302389,0.57812
2019-05-05,5795.708496,163.450699,1.002276,0.302342,0.506979
2019-05-04,5831.16748,164.026581,1.000478,0.304552,0.494995
2019-05-03,5768.289551,167.952408,1.001222,0.308222,0.512165
2019-05-02,5505.283691,162.122787,1.001149,0.303239,0.463421
2019-05-01,5402.697266,160.818344,1.00215,0.304696,0.476025
2019-04-30,5350.726563,162.166031,1.006049,0.309476,0.47317
2019-04-29,5247.352539,155.201996,1.00037,0.294289,0.433501
2019-04-28,5285.13916,157.295074,0.993873,0.297426,0.448218
2019-04-27,5268.291016,158.434937,0.994751,0.296741,0.441571
2019-04-26,5279.348145,156.347092,0.991103,0.298502,0.436926
2019-04-25,5210.515625,154.459396,0.992808,0.289384,0.445506
2019-04-24,5464.866699,165.826096,1.005564,0.302318,0.478313
2019-04-23,5572.361816,171.4478,1.008323,0.321222,0.481483
2019-04-22,5399.365234,171.874664,1.006089,0.323934,0.496664
2019-04-21,5314.53125,170.046524,1.006657,0.322449,0.499498
2019-04-20,5337.88623,173.751266,1.005203,0.328476,0.515661
2019-04-19,5303.8125,173.708435,1.005918,0.331902,0.51427
2019-04-18,5298.385742,173.814026,1.004995,0.337065,0.524362
2019-04-17,5251.937988,166.95076,1.006307,0.335453,0.500259
2019-04-16,5235.55957,167.623444,1.010522,0.327218,0.503054
2019-04-15,5067.108398,161.574173,1.00121,0.320913,0.492214
2019-04-14,5167.722168,167.838516,1.005378,0.328809,0.52874
2019-04-13,5096.586426,164.513351,1.006739,0.326031,0.539208
2019-04-12,5089.539063,164.736328,1.007195,0.326346,0.49535
2019-04-11,5064.487793,165.497025,1.005609,0.330984,0.486123
2019-04-10,5324.551758,177.337479,1.003762,0.354792,0.520257
2019-04-09,5204.958496,176.114578,1.007853,0.349462,0.53468
2019-04-08,5289.770996,180.25882,1.008983,0.358234,0.5689
2019-04-07,5198.896973,174.531647,1.004601,0.359856,0.577119
2019-04-06,5059.817383,165.947205,1.003663,0.354405,0.57011
2019-04-05,5036.681152,165.514847,1.00701,0.361803,0.577468
2019-04-04,4922.798828,158.052536,1.005421,0.332513,0.54224
2019-04-03,4973.021973,161.458801,1.007502,0.342234,0.565453
2019-04-02,4879.87793,163.961746,1.008167,0.351499,0.584279
2019-04-01,4158.183105,141.830322,1.003026,0.312747,0.556138
2019-03-31,4105.404297,141.514099,1.000559,0.309229,0.507613
2019-03-30,4106.660156,142.092682,1.000349,0.310632,0.494278
2019-03-29,4098.374512,142.497421,0.998496,0.307929,0.499502
2019-03-28,4069.107178,139.416473,1.010852,0.309246,0.503459
2019-03-27,4087.066162,140.988159,1.012253,0.312465,0.499871
2019-03-26,3985.080811,135.460358,1.010339,0.30506,0.463601
2019-03-25,3963.070557,135.031021,1.007552,0.304055,0.476395
2019-03-24,4022.168213,136.986923,1.005638,0.308992,0.456405
2019-03-23,4035.826416,138.239868,1.007352,0.312359,0.463084
2019-03-22,4023.968262,137.181442,1.007622,0.311541,0.466446
2019-03-21,4029.326904,136.636063,1.011736,0.312718,0.461061
2019-03-20,4087.476318,140.686356,1.010557,0.31961,0.486086
2019-03-19,4071.190186,140.519196,1.01401,0.319281,0.485391
2019-03-18,4032.507324,139.374603,1.010947,0.31744,0.480714
2019-03-17,4025.229004,140.000549,1.009218,0.317612,0.483685
2019-03-16,4048.72583,142.398178,1.010961,0.320468,0.485599
2019-03-15,3960.911133,137.691788,1.009801,0.315052,0.490087
2019-03-14,3924.369141,133.711594,1.010707,0.312955,0.491097
2019-03-13,3906.717285,133.263077,1.010083,0.314098,0.48451
2019-03-12,3909.15625,134.442886,1.006598,0.310201,0.488552
2019-03-11,3905.227295,133.83403,1.00878,0.311065,0.46749
2019-03-10,3951.599854,136.758682,1.008822,0.313107,0.501768
2019-03-09,3963.313721,137.965332,1.005976,0.313826,0.477456
2019-03-08,3901.131592,135.127075,1.009525,0.310087,0.466202
2019-03-07,3911.484375,138.0345,1.008475,0.314766,0.455832
2019-03-06,3903.942627,138.789352,1.010583,0.317031,0.431821
2019-03-05,3896.375,137.822388,1.011154,0.316507,0.432997
2019-03-04,3761.557129,127.774124,1.011617,0.305133,0.407811
2019-03-03,3847.175781,132.24942,1.01022,0.312554,0.424169
2019-03-02,3864.415039,134.206955,1.011416,0.315126,0.427787
2019-03-01,3859.58374,136.443619,1.006868,0.317312,0.431785
2019-02-28,3854.7854,136.746246,1.010067,0.315078,0.427421
2019-02-27,3851.047363,136.125961,1.009045,0.313106,0.431479
2019-02-26,3854.35791,138.089676,1.010847,0.319477,0.437432
2019-02-25,3882.696289,139.822861,1.015052,0.32851,0.470638
2019-02-24,3810.42749,135.852661,1.012046,0.301443,0.41064
2019-02-23,4142.526855,158.795425,1.008529,0.33262,0.461889
2019-02-22,4005.526611,149.092453,1.00854,0.321904,0.452029
2019-02-21,3954.118164,146.130844,1.004418,0.321291,0.445463
2019-02-20,3999.820557,149.554337,1.006978,0.33288,0.46611
2019-02-19,3947.094482,145.346176,1.007616,0.323768,0.458156
2019-02-18,3915.714355,146.098373,1.005453,0.321568,0.474333
2019-02-17,3673.836182,133.598877,1.000956,0.30337,0.457499
2019-02-16,3629.787598,123.260216,1.003264,0.301703,0.440511
2019-02-15,3620.810791,122.100388,1.003441,0.301759,0.432969
2019-02-14,3616.880859,121.390205,1.006482,0.301909,0.428376
2019-02-13,3632.070557,122.553604,1.003968,0.304284,0.444044
2019-02-12,3653.528564,122.572289,1.003979,0.30519,0.425395
2019-02-11,3648.430664,121.298393,1.003165,0.302741,0.429451
2019-02-10,3690.188232,124.806488,1.004217,0.309909,0.452186
2019-02-09,3671.203613,119.430885,1.000295,0.311284,0.464334
2019-02-08,3666.780273,119.267746,1.001943,0.311683,0.436519
2019-02-07,3399.47168,104.535301,1.001078,0.291618,0.401474
2019-02-06,3413.767822,104.919289,1.001003,0.290727,0.39962
2019-02-05,3466.357422,107.44352,0.999532,0.299239,0.421776
2019-02-04,3459.154053,107.821602,0.999826,0.300198,0.394452
2019-02-03,3464.013428,107.492668,1.000047,0.302352,0.396142
2019-02-02,3521.060791,110.43026,1.002699,0.310912,0.414927
2019-02-01,3487.945313,107.609787,1.006309,0.308517,0.419263
2019-01-31,3457.792725,107.061012,1.00649,0.310036,0.38769
2019-01-30,3486.181641,108.907539,1.007188,0.320461,0.426929
2019-01-29,3448.116943,105.598213,1.009438,0.289558,0.455235
2019-01-28,3470.450439,106.589973,1.00883,0.294863,0.41349
2019-01-27,3583.96582,113.405289,1.008717,0.309439,0.433749
2019-01-26,3602.460449,116.488739,1.009264,0.314235,0.472149
2019-01-25,3599.765869,116.378342,1.010522,0.317165,0.479549
2019-01-24,3600.865479,117.362885,1.00854,0.317598,0.504242
2019-01-23,3585.123047,117.452606,1.008297,0.316492,0.509976
2019-01-22,3604.577148,118.747551,1.009036,0.319491,0.540335
2019-01-21,3576.032471,117.157852,1.013376,0.32079,0.503412
2019-01-20,3601.013672,119.474831,1.017146,0.321177,0.490123
2019-01-19,3728.568359,124.51902,1.016782,0.331001,0.49147
2019-01-18,3657.839355,121.010262,1.017251,0.324277,0.500732
2019-01-17,3678.563965,123.74192,1.017495,0.329353,0.483012
2019-01-16,3655.006836,123.547058,1.018522,0.329701,0.497374
2019-01-15,3630.675293,122.032715,1.020558,0.327179,0.518795
2019-01-14,3706.052246,129.068726,1.020856,0.333766,0.48566
2019-01-13,3552.953125,116.897804,1.020091,0.317863,0.444261
2019-01-12,3661.301025,125.96653,1.020881,0.3288,0.412244
2019-01-11,3687.365479,127.548325,1.023316,0.332904,0.444193
2019-01-10,3678.924561,128.625183,1.02346,0.332652,0.354604
2019-01-09,4035.296387,150.803116,1.01683,0.37089,0.401805
2019-01-08,4030.8479,150.359634,1.01935,0.365315,0.424198
2019-01-07,4025.248291,151.699219,1.013987,0.364347,0.376474
2019-01-06,4076.632568,157.746201,1.023578,0.368395,0.39701
2019-01-05,3845.19458,155.638596,1.018489,0.355275,0.395948
2019-01-04,3857.717529,154.58194,1.0172,0.356747,0.437175
2019-01-03,3836.741211,149.13501,1.019473,0.360224,0.365974
2019-01-02,3943.409424,155.047684,1.024012,0.375243,0.316489
2019-01-01,3843.52002,140.819412,1.018335,0.364771,0.299371
2018-12-31,3742.700439,133.368271,1.013722,0.352706,0.289444
2018-12-30,3865.952637,139.859451,1.019086,0.369581,0.298643
2018-12-29,3820.408691,138.018341,1.031473,0.367252,0.29997
2018-12-28,3923.918701,137.647018,1.02316,0.376852,0.298379
2018-12-27,3654.833496,116.575912,1.024174,0.341162,0.275171
2018-12-26,3857.297607,131.865631,1.01955,0.378693,0.307583
2018-12-25,3815.490723,129.844345,1.01905,0.380872,0.317662
2018-12-24,4078.599121,140.238007,1.015777,0.406799,0.307952
2018-12-23,3998.980225,130.765259,1.015955,0.37127,0.313261
2018-12-22,4014.182617,116.759499,1.020806,0.362308,0.311306
2018-12-21,3896.543701,109.496231,1.015506,0.35857,0.298483
2018-12-20,4134.441406,116.216873,1.019417,0.378199,0.338506
2018-12-19,3745.950684,101.268578,1.022362,0.351956,0.296346
2018-12-18,3696.059082,101.112457,1.012868,0.350162,0.270225
2018-12-17,3545.864746,95.133827,1.009941,0.328453,0.233422
2018-12-16,3252.839111,85.2621,1.006336,0.287929,0.206882
2018-12-15,3236.761719,84.440811,1.004989,0.285883,0.203357
2018-12-14,3242.484863,84.308296,1.002197,0.28879,0.202932
2018-12-13,3313.677246,86.539314,1.003378,0.300026,0.205696
2018-12-12,3486.950195,90.5933,1.009756,0.307323,0.226759
2018-12-11,3424.588135,88.945305,1.009794,0.301345,0.223391
2018-12-10,3502.656006,91.685654,1.016604,0.303766,0.219072
2018-12-09,3614.234375,95.142059,1.015502,0.31337,0.239791
2018-12-08,3476.114746,92.159637,1.019975,0.307269,0.228283
2018-12-07,3419.937256,93.294563,1.001431,0.301997,0.216468
2018-12-06,3521.101807,91.761055,0.998296,0.310936,0.222732
2018-12-05,3753.994873,102.475555,0.992966,0.338242,0.256613
2018-12-04,3956.893799,110.214188,1.000031,0.352231,0.287812
2018-12-03,3894.130859,108.925018,0.996594,0.348754,0.288482
2018-12-02,4139.87793,116.388901,0.998372,0.367627,0.315657
2018-12-01,4214.671875,118.635559,1.001052,0.372906,0.332692
2018-11-30,4017.268555,113.171425,0.991823,0.362455,0.322242
2018-11-29,4278.84668,117.542648,0.997377,0.379562,0.344782
2018-11-28,4257.419922,122.438004,0.998622,0.390557,0.33146
2018-11-27,3820.719971,110.010002,0.98426,0.360163,0.287584
2018-11-26,3779.129883,108.334999,0.977243,0.355451,0.283866
2018-11-25,4009.969971,116.449997,0.980969,0.374551,0.259428
2018-11-24,3880.76001,113.494003,0.980224,0.375336,0.284568
2018-11-23,4347.109863,123.295998,0.98257,0.407428,0.329343
2018-11-22,4365.939941,126.706001,0.998188,0.42608,0.342961
2018-11-21,4602.169922,136.701004,0.987504,0.447651,0.367507
2018-11-20,4451.870117,130.339005,0.968799,0.434726,0.341813
2018-11-19,4871.490234,149.175003,0.98273,0.478166,0.41129
2018-11-18,5623.540039,177.067001,0.992533,0.510473,0.524238
2018-11-17,5554.330078,174.001007,0.985869,0.491654,0.48512
2018-11-16,5575.549805,175.177002,0.987027,0.471609,0.512894
2018-11-15,5648.029785,180.806,0.982022,0.481708,0.541633
2018-11-14,5738.350098,181.397003,0.966644,0.474372,0.547843
2018-11-13,6359.490234,206.826004,0.985118,0.510112,0.581442
2018-11-12,6371.27002,210.417999,0.989148,0.517165,0.562799
2018-11-11,6411.27002,211.339996,0.990462,0.505913,0.509636
2018-11-10,6409.220215,212.533005,0.99718,0.506698,0.521143
2018-11-09,6385.620117,210.074005,0.994832,0.500668,0.492477
2018-11-08,6453.720215,212.231003,0.994333,0.493508,0.497974
2018-11-07,6530.140137,217.182999,0.99327,0.535707,0.482141
2018-11-06,6461.009766,218.451996,0.992796,0.54908,0.484115
2018-11-05,6419.660156,209.091003,0.993176,0.497412,0.481368
2018-11-04,6376.129883,207.485992,0.988708,0.462691,0.503996
2018-11-03,6361.259766,200.186005,0.999433,0.455667,0.543031
2018-11-02,6388.439941,200.634995,0.993501,0.458685,0.500783
2018-11-01,6377.779785,198.871994,0.99172,0.455722,0.514022
2018-10-31,6317.609863,197.380997,0.988122,0.448382,0.506044
2018-10-30,6334.27002,197.556,0.996671,0.444759,0.45041
2018-10-29,6332.629883,197.246994,0.996859,0.441514,0.418148
2018-10-28,6486.390137,205.365997,0.998453,0.462406,0.440448
2018-10-27,6480.379883,204.210007,0.993097,0.456348,0.444364
2018-10-26,6474.75,203.328995,0.989789,0.459288,0.432123
2018-10-25,6476.290039,202.718994,0.988791,0.458052,0.437743
2018-10-24,6495.839844,203.852005,0.988612,0.457237,0.412075
2018-10-23,6475.740234,204.335999,0.987962,0.462058,0.437883
2018-10-22,6487.160156,204.044006,0.983998,0.453109,0.390431
2018-10-21,6482.350098,205.141998,0.983548,0.456694,0.371791
2018-10-20,6489.189941,205.429993,0.983831,0.459151,0.370766
2018-10-19,6465.410156,203.727005,0.987712,0.454178,0.361977
2018-10-18,6476.709961,203.352005,0.980858,0.457725,0.376913
2018-10-17,6544.430176,207.082993,0.971225,0.468197,0.376968
2018-10-16,6596.109863,210.119995,0.975152,0.470253,0.358845
2018-10-15,6596.540039,209.703995,0.980138,0.447316,0.339638
2018-10-14,6290.930176,195.714996,0.98957,0.403286,0.325284
2018-10-13,6285.990234,199.841003,0.988046,0.418878,0.318843
2018-10-12,6274.580078,196.727005,0.994102,0.419115,0.311278
2018-10-11,6256.240234,189.498993,0.993026,0.38313,0.303201
2018-10-10,6585.529785,225.768997,0.993502,0.462387,0.347861
2018-10-09,6642.640137,227.981995,0.996779,0.479857,0.339712
2018-10-08,6652.22998,229.255005,0.995814,0.489751,0.343585
2018-10-07,6602.950195,226.119003,0.996617,0.482039,0.337637
2018-10-06,6588.310059,225.119995,0.997177,0.488082,0.338098
2018-10-05,6622.47998,227.600998,0.995778,0.519026,0.356504
2018-10-04,6576.689941,222.218002,0.996185,0.526606,0.32094
2018-10-03,6502.589844,220.488998,0.998569,0.528162,0.310338
2018-10-02,6556.100098,227.181,0.999741,0.520837,0.321105
2018-10-01,6589.620117,230.768005,0.997925,0.576461,0.325232
2018-09-30,6625.560059,232.848007,1.00036,0.581572,0.331898
2018-09-29,6601.959961,231.634995,0.999602,0.571228,0.329202
2018-09-28,6644.129883,222.401993,1.00142,0.539112,0.334983
2018-09-27,6676.75,228.494003,0.997107,0.541381,0.34559
2018-09-26,6495,215.847,1.00213,0.516308,0.348924
2018-09-25,6446.470215,218.505005,1.00044,0.526941,0.326493
2018-09-24,6595.410156,228.729996,1.00063,0.494712,0.334657
2018-09-23,6710.629883,244.330002,0.999512,0.570689,0.343609
2018-09-22,6721.97998,240.479996,1.00092,0.570798,0.33786
2018-09-21,6734.950195,246.584,0.994428,0.561462,0.353303
2018-09-20,6519.669922,224.591003,1.00154,0.449918,0.358403
2018-09-19,6398.540039,209.968994,1.00069,0.326053,0.329173
2018-09-18,6371.299805,209.975006,1.00225,0.32186,0.291212
2018-09-17,6281.200195,197.875,1.00411,0.272251,0.268721
2018-09-16,6517.180176,220.589005,1.00096,0.281166,0.273865
2018-09-15,6543.200195,223.074005,1.00086,0.282008,0.269288
2018-09-14,6512.709961,211.748993,1.00236,0.277159,0.268898
2018-09-13,6517.310059,211.354004,1.00635,0.280583,0.271776
2018-09-12,6351.799805,183.330994,1.00125,0.270087,0.253495
2018-09-11,6321.200195,185.065994,1.00454,0.26371,0.260429
2018-09-10,6329.700195,197.078995,1.00128,0.270321,0.247807
2018-09-09,6300.859863,196.923996,1.00498,0.27868,0.239741
2018-09-08,6225.97998,197.951004,1.00428,0.279333,0.241907
2018-09-07,6467.069824,217.203003,1.00636,0.291435,0.260662
2018-09-06,6529.169922,230.214996,1.00091,0.30271,0.27239
2018-09-05,6792.830078,232.330994,1.00795,0.283601,0.268699
2018-09-04,7361.660156,285.722992,0.999517,0.331652,0.29972
2018-09-03,7260.060059,289.259003,0.998642,0.335961,0.30394
2018-09-02,7272.720215,294.371002,0.997839,0.342523,0.310938
2018-09-01,7193.25,295.341003,0.996813,0.347721,0.328258
2018-08-31,7037.580078,283.003998,1.00351,0.335332,0.328099
2018-08-30,6978.22998,284.105011,1.00003,0.335444,0.30539
2018-08-29,7047.160156,289.312012,1.00066,0.344803,0.30871
2018-08-28,7096.279785,296.498993,0.999395,0.351837,0.335793
2018-08-27,6884.640137,285.602997,0.997802,0.336903,0.336085
2018-08-26,6707.259766,275.196991,0.999227,0.323776,0.328878
2018-08-25,6763.189941,279.645996,1.001,0.32823,0.319767
2018-08-24,6719.959961,282.96701,1.00178,0.327606,0.336927
2018-08-23,6534.879883,277.104004,0.998976,0.327709,0.321022
2018-08-22,6376.709961,271.341003,1.00035,0.319803,0.314632
2018-08-21,6488.759766,281.944,1.0007,0.335177,0.311927
2018-08-20,6308.529785,274.315002,1.00539,0.319283,0.287262
2018-08-19,6506.069824,300.834015,1.00052,0.343978,0.302272
2018-08-18,6423.759766,295.812012,1.00286,0.3271,0.27332
2018-08-17,6580.629883,315.729004,0.997761,0.366676,0.291827
2018-08-16,6334.72998,288.04599,1.00122,0.292436,0.268244
2018-08-15,6308.52002,282.364014,1.00125,0.282005,0.257547
2018-08-14,6199.709961,278.932007,0.997543,0.274272,0.27191
2018-08-13,6297.569824,286.494995,1.00393,0.277466,0.259292
2018-08-12,6322.689941,319.570007,1.00049,0.29787,0.283597
2018-08-11,6295.72998,322.112,1.00985,0.301262,0.27067
2018-08-10,6184.709961,334.175995,1.00158,0.320426,0.274727
2018-08-09,6568.22998,365.588013,1.00424,0.346771,0.276128
2018-08-08,6305.799805,356.613007,1.00169,0.331944,0.22804
2018-08-07,6753.120117,380.214996,1.00154,0.381006,0.233997
2018-08-06,6951.799805,406.65799,1.00095,0.414081,0.236471
2018-08-05,7068.47998,410.515991,0.999347,0.433638,0.253947
2018-08-04,7032.850098,407.252014,0.998505,0.428507,0.257989
2018-08-03,7434.390137,418.261993,0.999095,0.440571,0.284746
2018-08-02,7567.149902,412.621002,1.00066,0.430254,0.30958
2018-08-01,7624.910156,420.747009,0.999409,0.445852,0.28728
2018-07-31,7780.439941,433.867004,0.999507,0.435225,0.293934
2018-07-30,8180.47998,457.080994,0.99891,0.446107,0.318274
2018-07-29,8218.459961,466.665009,0.998919,0.453306,0.328679
2018-07-28,8192.150391,466.89801,0.997887,0.453667,0.279981
2018-07-27,8165.009766,469.665985,0.997118,0.453635,0.26684
2018-07-26,7951.580078,464.036987,0.997951,0.44992,0.251831
2018-07-25,8181.390137,472.493011,0.998791,0.459829,0.243708
