Date,Open,High,Low,Close,Adj Close,Volume
2020-09-15,11.86,11.86,11.23,11.4,11.4,66400
2020-09-14,12.1,12.1,11.4,11.57,11.57,83600
2020-09-11,12.6,12.85,11.64,11.74,11.74,145200
2020-09-10,12.22,13.4,12.16,12.63,12.63,373700
2020-09-09,10.82,12.25,10.82,12.01,12.01,260800
2020-09-08,10.59,11,10.23,10.93,10.93,66900
2020-09-07,10.54,10.86,10.2,10.73,10.73,52700
2020-09-06,10.54,10.86,10.2,10.73,10.73,52700
2020-09-05,10.54,10.86,10.2,10.73,10.73,52700
2020-09-04,10.54,10.86,10.2,10.73,10.73,52700
2020-09-03,10.49,10.67,10.01,10.47,10.47,84000
2020-09-02,10.7,10.7,10.3,10.49,10.49,43100
2020-09-01,10.66,10.82,10.21,10.73,10.73,72100
2020-08-31,10.91,10.91,10.27,10.49,10.49,67500
2020-08-30,11.2,11.2,10.79,10.8,10.8,61200
2020-08-29,11.2,11.2,10.79,10.8,10.8,61200
2020-08-28,11.2,11.2,10.79,10.8,10.8,61200
2020-08-27,11.51,11.56,10.72,11.19,11.19,62500
2020-08-26,10.59,11.46,10.59,11.28,11.28,47800
2020-08-25,10.35,10.78,10.15,10.73,10.73,51900
2020-08-24,11.5,11.56,10.1,10.52,10.52,131900
2020-08-21,12.41,12.47,11.2,11.2,11.2,159100
2020-08-20,12.94,12.99,12.26,12.51,12.51,71200
2020-08-19,13.12,13.19,12.43,12.77,12.77,159000
2020-08-18,14.04,14.27,12.7,13.42,13.42,245900
2020-08-17,12.64,13.66,12.53,13.64,13.64,300500
2020-08-16,13,14.44,11.36,11.98,11.98,581900
2020-08-15,13,14.44,11.36,11.98,11.98,581900
2020-08-14,13,14.44,11.36,11.98,11.98,581900
2020-08-13,11.32,12.91,11.32,12.8,12.8,629000
2020-08-12,9.21,11.26,9.21,11.05,11.05,370900
2020-08-11,9.7,10,8.87,9.53,9.53,151300
2020-08-10,8.83,9.94,8.82,9.57,9.57,221700
2020-08-07,8.14,8.64,8.03,8.52,8.52,112700
2020-08-06,8.28,8.48,8,8.2,8.2,71400
2020-08-05,8.26,8.47,7.64,8.18,8.18,81700
2020-08-04,7.88,8.25,7.65,8.2,8.2,71500
2020-08-03,8.12,8.12,7.66,7.88,7.88,31000
2020-08-02,8.02,8.13,7.79,8.13,8.13,21600
2020-08-01,8.02,8.13,7.79,8.13,8.13,21600
2020-07-31,8.02,8.13,7.79,8.13,8.13,21600
2020-07-30,7.68,8.27,7.63,7.84,7.84,40700
2020-07-29,8,8.1,7.38,7.78,7.78,65600
2020-07-28,8.17,8.35,7.99,8.02,8.02,68200
2020-07-27,8.7,8.8,8.15,8.4,8.4,90300
2020-07-26,8.5,8.6,8.24,8.47,8.47,48300
2020-07-25,8.5,8.6,8.24,8.47,8.47,48300
2020-07-24,8.5,8.6,8.24,8.47,8.47,48300
2020-07-23,8.4,8.46,8.16,8.42,8.42,69900
2020-07-22,8.15,8.45,8.15,8.32,8.32,65900
2020-07-21,8.17,8.55,7.96,8.06,8.06,81400
2020-07-20,7.76,8.17,7.51,7.99,7.99,93500
2020-07-19,7.57,7.83,7.53,7.76,7.76,34800
2020-07-18,7.57,7.83,7.53,7.76,7.76,34800
2020-07-17,7.57,7.83,7.53,7.76,7.76,34800
2020-07-16,7.68,7.69,7.55,7.57,7.57,22200
2020-07-15,7.53,7.71,7.38,7.63,7.63,24500
2020-07-14,7.56,7.75,7.1,7.58,7.58,50400
2020-07-13,8.05,8.22,7.4,7.51,7.51,161200
2020-07-12,6.65,7.73,6.65,7.35,7.35,101800
2020-07-11,6.65,7.73,6.65,7.35,7.35,101800
2020-07-10,6.65,7.73,6.65,7.35,7.35,101800
2020-07-09,6.83,6.83,6.5,6.64,6.64,34600
2020-07-08,6.8,6.91,6.52,6.61,6.61,54000
2020-07-07,6.38,6.83,6.27,6.66,6.66,74300
2020-07-06,6.48,6.64,6.42,6.48,6.48,19000
2020-07-05,6.75,6.75,6.37,6.44,6.44,41500
2020-07-04,6.75,6.75,6.37,6.44,6.44,41500
2020-07-03,6.75,6.75,6.37,6.44,6.44,41500
2020-07-02,6.75,6.75,6.37,6.44,6.44,41500
2020-07-01,6.71,6.71,6.54,6.63,6.63,14400
2020-06-30,6.54,7.25,6.22,6.71,6.71,91400
2020-06-29,6.77,6.8,6.41,6.59,6.59,23500
2020-06-28,6.68,6.82,6.33,6.61,6.61,29200
2020-06-27,6.68,6.82,6.33,6.61,6.61,29200
2020-06-26,6.68,6.82,6.33,6.61,6.61,29200
2020-06-25,6.66,6.84,6.57,6.67,6.67,31000
2020-06-24,6.98,6.98,6.54,6.67,6.67,53500
2020-06-23,6.79,6.96,6.53,6.84,6.84,65200
2020-06-22,6.49,7.08,6.41,6.6,6.6,121800
2020-06-21,6.16,6.5,6.16,6.39,6.39,35000
2020-06-20,6.16,6.5,6.16,6.39,6.39,35000
2020-06-19,6.16,6.5,6.16,6.39,6.39,35000
2020-06-18,6.26,6.26,6.05,6.16,6.16,28800
2020-06-17,6.27,6.47,6.07,6.31,6.31,25700
2020-06-16,6.22,6.43,6.21,6.27,6.27,19300
2020-06-15,6.03,6.27,5.87,6.2,6.2,39200
2020-06-14,6.99,6.99,6.05,6.2,6.2,73600
2020-06-13,6.99,6.99,6.05,6.2,6.2,73600
2020-06-12,6.99,6.99,6.05,6.2,6.2,73600
2020-06-11,6.61,6.7,6.25,6.36,6.36,61800
2020-06-10,6.81,6.93,6.37,6.6,6.6,77500
2020-06-09,6.96,7,6.8,6.8,6.8,106200
2020-06-08,7.1,7.18,6.82,7.03,7.03,51800
2020-06-07,7.2,7.33,6.56,7.04,7.04,150600
2020-06-06,7.2,7.33,6.56,7.04,7.04,150600
2020-06-05,7.2,7.33,6.56,7.04,7.04,150600
2020-06-04,7.69,7.77,7.11,7.34,7.34,72400
2020-06-03,7.51,7.73,7.01,7.55,7.55,154800
2020-06-02,8.35,8.5,7.4,7.42,7.42,148800
2020-06-01,9.1,9.13,7.57,8.38,8.38,265100
2020-05-31,8.13,9.9,8.13,8.79,8.79,508100
2020-05-30,8.13,9.9,8.13,8.79,8.79,508100
2020-05-29,8.13,9.9,8.13,8.79,8.79,508100
2020-05-28,7.66,8.25,7.55,8.07,8.07,311300
2020-05-27,6.57,7.27,6.5,7.21,7.21,216800
2020-05-26,6.3,7.2,6.28,6.5,6.5,621500
2020-05-22,5.82,6.05,5.82,6.02,6.02,49800
2020-05-21,5.7,5.9,5.41,5.86,5.86,47600
2020-05-20,6.35,6.35,5.59,5.75,5.75,119000
2020-05-19,5.3,6.15,5.26,5.98,5.98,151300
2020-05-18,5.11,5.3,5.11,5.22,5.22,61300
2020-05-17,5.06,5.2,4.65,5.11,5.11,47300
2020-05-16,5.06,5.2,4.65,5.11,5.11,47300
2020-05-15,5.06,5.2,4.65,5.11,5.11,47300
2020-05-14,4.99,5.04,4.6,5.04,5.04,26100
2020-05-13,5,5,4.75,4.79,4.79,29500
2020-05-12,5.03,5.03,4.85,4.85,4.85,29700
2020-05-11,5.09,5.11,4.94,5.01,5.01,13400
2020-05-10,4.93,5.1,4.93,5.1,5.1,19300
2020-05-09,4.93,5.1,4.93,5.1,5.1,19300
2020-05-08,4.93,5.1,4.93,5.1,5.1,19300
2020-05-07,5.03,5.12,4.93,5.11,5.11,21400
2020-05-06,5.09,5.09,4.77,5.04,5.04,28000
2020-05-05,5.11,5.3,5.05,5.13,5.13,12800
2020-05-04,4.93,5.1,4.9,5.1,5.1,16400
2020-05-03,5,5,4.91,4.93,4.93,14300
2020-05-02,5,5,4.91,4.93,4.93,14300
2020-05-01,5,5,4.91,4.93,4.93,14300
2020-04-30,5.12,5.19,4.9,5.11,5.11,41900
2020-04-29,5.42,5.42,4.92,5.02,5.02,104200
2020-04-28,5.37,5.37,5.05,5.22,5.22,44700
2020-04-27,5.11,5.25,5.05,5.23,5.23,53200
2020-04-26,4.74,5.15,4.7,5.05,5.05,104900
2020-04-25,4.74,5.15,4.7,5.05,5.05,104900
2020-04-24,4.74,5.15,4.7,5.05,5.05,104900
2020-04-23,4.74,5,4.55,4.74,4.74,53400
2020-04-22,4.61,4.71,4.49,4.52,4.52,31700
2020-04-21,4.8,4.89,4.48,4.54,4.54,67200
2020-04-20,4.91,5.01,4.85,4.9,4.9,26500
2020-04-19,4.9,5,4.75,4.85,4.85,23500
2020-04-18,4.9,5,4.75,4.85,4.85,23500
2020-04-17,4.9,5,4.75,4.85,4.85,23500
2020-04-16,5.02,5.03,4.85,4.9,4.9,22500
2020-04-15,5.16,5.21,4.85,5.1,5.1,33500
2020-04-14,5,5.48,4.81,5.15,5.15,53500
2020-04-13,4.89,5,4.61,4.91,4.91,78000
2020-04-12,5.1,5.15,4.9,4.95,4.95,88000
2020-04-11,5.1,5.15,4.9,4.95,4.95,88000
2020-04-10,5.1,5.15,4.9,4.95,4.95,88000
2020-04-09,5.1,5.15,4.9,4.95,4.95,88000
2020-04-08,5.07,5.15,5.05,5.1,5.1,30300
2020-04-07,5.24,5.24,4.82,4.98,4.98,42300
2020-04-06,5.27,5.27,5.03,5.15,5.15,57400
2020-04-05,5.07,5.1,4.86,5.08,5.08,53700
2020-04-04,5.07,5.1,4.86,5.08,5.08,53700
2020-04-03,5.07,5.1,4.86,5.08,5.08,53700
2020-04-02,4.67,4.91,4.67,4.82,4.82,37000
2020-04-01,5.05,5.07,4.52,4.68,4.68,64700
2020-03-31,5.18,5.36,5.06,5.11,5.11,37500
2020-03-30,6,6,4.9,5.34,5.34,262400
2020-03-29,8.59,8.6,6.69,7,7,144500
2020-03-28,8.59,8.6,6.69,7,7,144500
2020-03-27,8.59,8.6,6.69,7,7,144500
2020-03-26,9.03,11,8,8.5,8.5,326300
2020-03-25,7.79,12.74,7.79,8.81,8.81,771900
2020-03-24,4.88,9.5,4.25,7.4,7.4,533600
2020-03-23,3.5,4,3,3.32,3.32,62800
2020-03-22,3.55,4.55,3,3.29,3.29,94600
2020-03-21,3.55,4.55,3,3.29,3.29,94600
2020-03-20,3.55,4.55,3,3.29,3.29,94600
2020-03-19,4,4.2,3.6,3.9,3.9,11000
2020-03-18,3.6,4.3,3.5,4.1,4.1,11200
2020-03-17,4.3,4.5,3.7,4.4,4.4,29800
2020-03-16,3,3.4,2.6,3.3,3.3,20100
2020-03-15,5,5,3.1,3.4,3.4,35500
2020-03-14,5,5,3.1,3.4,3.4,35500
2020-03-13,5,5,3.1,3.4,3.4,35500
2020-03-12,5.1,5.5,3.9,4.7,4.7,17300
2020-03-11,6,6.1,4.8,5.3,5.3,20100
2020-03-10,6.4,6.4,5.8,6,6,14600
2020-03-09,6.3,6.7,5.8,6.3,6.3,10000
2020-03-08,7,7,6.2,6.4,6.4,5700
2020-03-07,7,7,6.2,6.4,6.4,5700
2020-03-06,7,7,6.2,6.4,6.4,5700
2020-03-05,7,7.5,6.5,6.9,6.9,5500
2020-03-04,6.5,7,6.1,7,7,13300
2020-03-03,6.4,6.5,6,6.5,6.5,9700
2020-03-02,6.5,6.6,6,6.1,6.1,7300
2020-03-01,6.5,6.8,6,6.3,6.3,22000
2020-02-29,6.5,6.8,6,6.3,6.3,22000
2020-02-28,6.5,6.8,6,6.3,6.3,22000
2020-02-27,7.1,7.5,6.5,6.9,6.9,23400
2020-02-26,7.5,7.7,7.1,7.4,7.4,9400
2020-02-25,7.7,7.8,7.4,7.5,7.5,7000
2020-02-24,7.9,8,7.7,7.9,7.9,11000
2020-02-23,7.5,7.7,7.2,7.7,7.7,12300
2020-02-22,7.5,7.7,7.2,7.7,7.7,12300
2020-02-21,7.5,7.7,7.2,7.7,7.7,12300
2020-02-20,7.4,7.8,7.2,7.4,7.4,14900
2020-02-19,7.6,7.8,7.5,7.6,7.6,5500
2020-02-18,7.8,8,7.4,7.5,7.5,8700
2020-02-16,7.7,8,7.6,7.7,7.7,3300
2020-02-15,7.7,8,7.6,7.7,7.7,3300
2020-02-14,7.7,8,7.6,7.7,7.7,3300
2020-02-13,7.7,7.9,7.5,7.7,7.7,5800
2020-02-12,7.9,7.9,7.5,7.7,7.7,3300
2020-02-11,7.9,8,7.5,7.9,7.9,2600
2020-02-10,8,8,7.7,7.9,7.9,4600
2020-02-09,7.8,8,7.8,8,8,4000
2020-02-08,7.8,8,7.8,8,8,4000
2020-02-07,7.8,8,7.8,8,8,4000
2020-02-06,7.9,7.9,7.5,7.7,7.7,12200
2020-02-05,8,8.2,7.7,7.9,7.9,6300
2020-02-04,8,8.4,7.7,8,8,9300
2020-02-03,8,8.4,7.9,8.2,8.2,6700
2020-02-02,8,8.4,8,8.1,8.1,9300
2020-02-01,8,8.4,8,8.1,8.1,9300
2020-01-31,8,8.4,8,8.1,8.1,9300
2020-01-30,8.1,8.5,8,8.2,8.2,3100
2020-01-29,8,8.4,7.8,8.1,8.1,4500
2020-01-28,7.9,8.4,7.9,8.1,8.1,5400
2020-01-27,8.4,8.7,8,8.2,8.2,6900
2020-01-26,8,8.5,8,8.3,8.3,4700
2020-01-25,8,8.5,8,8.3,8.3,4700
2020-01-24,8,8.5,8,8.3,8.3,4700
2020-01-23,8.2,8.5,8.1,8.2,8.2,5000
2020-01-22,8.4,8.5,8.1,8.3,8.3,4200
2020-01-21,8.3,8.9,8.3,8.5,8.5,6600
2020-01-19,9,9,8.5,8.5,8.5,7500
2020-01-18,9,9,8.5,8.5,8.5,7500
2020-01-17,9,9,8.5,8.5,8.5,7500
2020-01-16,9,9,8.6,8.9,8.9,4800
2020-01-15,9,9.2,8.7,9,9,6700
2020-01-14,9,9,8.6,8.7,8.7,3500
2020-01-13,8.9,9.2,8.6,8.8,8.8,7000
2020-01-12,8.7,9,8.7,9,9,3500
2020-01-11,8.7,9,8.7,9,9,3500
2020-01-10,8.7,9,8.7,9,9,3500
2020-01-09,8.3,8.8,8.3,8.7,8.7,5500
2020-01-08,10,10,8.5,8.7,8.7,31700
2020-01-07,9.3,10,9.3,9.7,9.7,21200
2020-01-06,9.4,9.4,8.9,9.3,9.3,24100
2020-01-05,8.5,9,8.4,8.7,8.7,23700
2020-01-04,8.5,9,8.4,8.7,8.7,23700
2020-01-03,8.5,9,8.4,8.7,8.7,23700
2020-01-02,8.2,8.4,8.2,8.4,8.4,16200
2020-01-01,8,8.4,7.9,8.1,8.1,9200
2019-12-31,8,8.4,7.9,8.1,8.1,9200
2019-12-30,7.9,8.2,7.9,8,8,5100
2019-12-29,8.2,8.4,7.9,7.9,7.9,6700
2019-12-28,8.2,8.4,7.9,7.9,7.9,6700
2019-12-27,8.2,8.4,7.9,7.9,7.9,6700
2019-12-26,7.9,8.5,7.8,7.9,7.9,16400
2019-12-25,7.8,7.9,7.8,7.9,7.9,2800
2019-12-24,7.8,7.9,7.8,7.9,7.9,2800
2019-12-23,8.1,8.1,7.8,7.8,7.8,4300
2019-12-22,8.2,8.2,7.7,7.9,7.9,5100
2019-12-21,8.2,8.2,7.7,7.9,7.9,5100
2019-12-20,8.2,8.2,7.7,7.9,7.9,5100
2019-12-19,8.2,8.2,7.5,7.7,7.7,11900
2019-12-18,8.2,8.3,8.1,8.1,8.1,2200
2019-12-17,8.1,8.3,8.1,8.1,8.1,2700
2019-12-16,8.4,8.4,8.1,8.1,8.1,4900
2019-12-15,8.5,8.5,8.1,8.4,8.4,4000
2019-12-14,8.5,8.5,8.1,8.4,8.4,4000
2019-12-13,8.5,8.5,8.1,8.4,8.4,4000
2019-12-12,8.3,8.5,8.2,8.3,8.3,2500
2019-12-11,8.4,8.5,8.2,8.5,8.5,4200
2019-12-10,8.5,8.8,8.3,8.5,8.5,6000
2019-12-09,8.8,9,8.2,8.4,8.4,8300
2019-12-08,8.2,8.5,8.2,8.2,8.2,2100
2019-12-07,8.2,8.5,8.2,8.2,8.2,2100
2019-12-06,8.2,8.5,8.2,8.2,8.2,2100
2019-12-05,8.5,8.5,8.3,8.3,8.3,7300
2019-12-04,8.1,8.5,8.1,8.3,8.3,5800
2019-12-03,8.4,8.4,8.1,8.2,8.2,3100
2019-12-02,8.2,8.8,8,8.4,8.4,13500
2019-12-01,8.1,8.2,7.9,8,8,5600
2019-11-30,8.1,8.2,7.9,8,8,5600
2019-11-29,8.1,8.2,7.9,8,8,5600
2019-11-27,8.1,8.2,8,8.1,8.1,6300
2019-11-26,8.1,8.2,8,8.1,8.1,2800
2019-11-25,8,8.2,7.7,8,8,5900
2019-11-22,7.6,8,7.4,7.7,7.7,5700
2019-11-21,6.8,7.8,6.8,7.6,7.6,18500
2019-11-20,6.9,7,6.8,6.8,6.8,3700
2019-11-19,6.5,7,6.5,6.8,6.8,15400
2019-11-18,7,7,6.5,6.6,6.6,24700
2019-11-15,7.3,7.3,7,7.3,7.3,22200
